학원명,도로명주소,위도,경도,정원합계,일시수용능력인원합계,인원,근처학원수,근처수강생총합,근처휴게음식점수,근처횡단보도수,사고건수
메이리피아노음악교습소,서울특별시 광진구 아차산로70길 61,37.5397145,127.1000979,16,2.0,2.0,142.0,6503.0,80.0,69.0,0.0
플랜에이카페와독서실,서울특별시 광진구 아차산로 613,37.5478084,127.106495,531,89.0,89.0,13.0,807.0,55.0,71.0,20.0
매쏘드(Mathod)수학교습소,서울특별시 광진구 천호대로129길 48,37.5535568,127.0919635,14,4.0,4.0,51.0,2466.0,94.0,81.0,28.0
카이스트수학교습소,서울특별시 광진구 자양번영로3길 38-21,37.532629,127.0735216,32,9.0,9.0,102.0,4005.0,55.0,41.0,6.0
비전영수학원,서울특별시 광진구 뚝섬로41길 6,37.5338368,127.0750659,84,70.0,70.0,100.0,3999.0,70.0,56.0,6.0
케이에스(KS)수학교습소,서울특별시 광진구 광나루로44길 44,37.5423315,127.0910845,12,4.0,4.0,172.0,9965.0,146.0,99.0,8.0
뉴런(NewLearn)과학교습소,서울특별시 광진구 뚝섬로36길 61,37.5318946,127.0701161,63,9.0,9.0,82.0,3524.0,142.0,48.0,7.0
연세권샘학원,서울특별시 광진구 아차산로 477,37.540732,127.094682,90,76.0,76.0,221.0,11605.0,188.0,105.0,4.0
튼튼영어마스터클럽푸른꿈영어교습소,서울특별시 광진구 천호대로111길 36,37.55793430000001,127.0828806,21,7.0,7.0,67.0,2069.0,76.0,93.0,49.0
밸류인수학학원,서울특별시 광진구 아차산로 491,37.5418283,127.0959883,28,73.0,28.0,215.0,11639.0,186.0,98.0,0.0
윈윈학원,서울특별시 광진구 긴고랑로29길 75,37.5633043,127.0861148,50,71.0,50.0,44.0,2799.0,55.0,80.0,12.0
스위트피아노(SWEETPIANO)음악교습소,서울특별시 광진구 뚝섬로33길 34,37.5365712,127.0701466,42,6.0,6.0,72.0,3192.0,191.0,57.0,8.0
선화아트스토리미술교습소,서울특별시 광진구 광나루로56길 29,37.53739729999999,127.0976212,15,3.0,3.0,119.0,5693.0,99.0,90.0,6.0
한가람어학원,서울특별시 광진구 영화사로 19,37.557691,127.0896293,224,161.0,161.0,42.0,1250.0,89.0,60.0,10.0
토즈스터디센터중곡독서실,서울특별시 광진구 용마산로 107,37.5631871,127.0867088,1217,118.0,118.0,43.0,2675.0,56.0,75.0,12.0
하우스터디광장센터독서실,서울특별시 광진구 광나루로 607,37.5419607,127.095718,342,87.0,87.0,215.0,11716.0,186.0,96.0,2.0
WD에듀학원,서울특별시 광진구 자양번영로 38,37.5328543,127.0758789,24,10.0,10.0,88.0,3578.0,72.0,55.0,10.0
천만스토리연출학원,서울특별시 광진구 천호대로 579,37.5564322,127.0826217,98,75.0,75.0,66.0,1833.0,77.0,52.0,49.0
더해수학학원,서울특별시 광진구 광나루로 600,37.5419375,127.0945505,12,96.0,12.0,210.0,11431.0,188.0,96.0,4.0
세움입시전문학원,서울특별시 광진구 용마산로 93,37.5619087,127.0870137,80,70.0,70.0,46.0,2764.0,46.0,69.0,14.0
해법영어뉴욕영어교습소,서울특별시 광진구 아차산로42길 29,37.5361509,127.0789733,35,5.0,5.0,51.0,2826.0,54.0,66.0,12.0
웅진씽크빅학습센터광장학원,서울특별시 광진구 광나루로 607,37.5419607,127.095718,155,124.0,124.0,215.0,11679.0,186.0,96.0,2.0
마이티마우스(MightyMouth)영어수학멘토링학원,서울특별시 광진구 천호대로 689,37.5500087,127.0915023,80,78.0,78.0,48.0,1944.0,85.0,54.0,22.0
대치스터디학원,서울특별시 광진구 자양로 241,37.5481982,127.0883905,140,106.0,106.0,45.0,1776.0,35.0,58.0,12.0
튼튼영어마스터클럽광진자양학원,서울특별시 광진구 능동로6길 14,37.5341565,127.0687766,40,75.0,40.0,72.0,2692.0,148.0,48.0,12.0
잉글리시에티카(EnglishETHICA)영어교습소,서울특별시 광진구 광나루로54길 38,37.5392467,127.0950927,15,4.0,4.0,207.0,11449.0,215.0,121.0,6.0
플래뮤미술학원,서울특별시 광진구 아차산로 502,37.5413438,127.097272,20,51.0,20.0,224.0,11806.0,95.0,104.0,0.0
토론하는아이들논술교습소,서울특별시 광진구 광나루로56길 34,37.5386271,127.0958742,6,3.0,3.0,197.0,10306.0,210.0,112.0,6.0
그림공미술교습소,서울특별시 광진구 뚝섬로56길 60-1,37.5286545,127.0826467,48,7.0,7.0,43.0,1623.0,48.0,46.0,10.0
언어의시작/ 양미선국어논술국어교습소,서울특별시 광진구 광나루로 606,37.5413415,127.0951373,19,5.0,5.0,219.0,11651.0,186.0,88.0,2.0
아카데미라운지구의독서실,서울특별시 광진구 천호대로 661,37.552016,127.0904104,408,102.0,102.0,50.0,2191.0,100.0,83.0,28.0
정현국어학원,서울특별시 광진구 자양번영로 33,37.5326691,127.075258,70,210.0,70.0,87.0,3514.0,75.0,52.0,10.0
플레이팩토사고력수학교습소,서울특별시 광진구 용마산로3길 95,37.5571534,127.0829477,11,7.0,7.0,66.0,1951.0,74.0,74.0,51.0
김가베수학교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,8,4.0,4.0,206.0,10456.0,83.0,97.0,0.0
수리수학교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,4,4.0,4.0,206.0,10456.0,83.0,97.0,0.0
영재들의미술상자미술교습소,서울특별시 광진구 자양로13가길 13,37.5346736,127.0812009,10,5.0,5.0,51.0,3019.0,63.0,82.0,9.0
노마드아트미술학원,서울특별시 광진구 아차산로 530,37.5419395,127.0996713,17,64.0,17.0,156.0,8371.0,72.0,95.0,0.0
최선생수학본영어학원,서울특별시 광진구 광나루로 602,37.5417868,127.0946996,250,112.0,112.0,209.0,11323.0,186.0,96.0,4.0
디보스댄스학원,서울특별시 광진구 자양로26길 50,37.5410171,127.086652,78,47.0,47.0,51.0,2139.0,93.0,55.0,16.0
라단사발레아카데미학원,서울특별시 광진구 자양로 261,37.5495997,127.0899961,48,66.0,48.0,50.0,1984.0,78.0,56.0,22.0
쁘띠주원미술교습소,서울특별시 광진구 천호대로113길 6,37.5574285,127.0832838,27,9.0,9.0,65.0,1941.0,72.0,75.0,51.0
숙명현음악교습소,서울특별시 광진구 광나루로56길 34,37.5386271,127.0958742,12,4.0,4.0,197.0,10305.0,210.0,112.0,6.0
한국자전거기술학원,서울특별시 광진구 구의로 67,37.5440664,127.0903506,216,63.0,63.0,95.0,4717.0,67.0,46.0,10.0
수인비고등관학원,서울특별시 광진구 용마산로 101-1,37.5627561,127.0867835,150,69.0,69.0,43.0,2724.0,49.0,80.0,14.0
퍼스트수학닥터윤영어&영어도서관학원,서울특별시 광진구 아차산로70길 26,37.54196659999999,127.1011914,75,70.0,70.0,95.0,4486.0,70.0,97.0,2.0
참다운수학교습소,서울특별시 광진구 천호대로117길 59,37.5576171,127.085114,30,8.0,8.0,76.0,2706.0,65.0,61.0,49.0
리딩버디영어교습소,서울특별시 광진구 용마산로3길 95,37.5571534,127.0829477,20,4.0,4.0,66.0,1954.0,74.0,74.0,51.0
아가파오수학교습소,서울특별시 광진구 아차산로65길 78,37.5427613,127.0914141,20,5.0,5.0,167.0,9693.0,146.0,87.0,8.0
아트(ART)530미술교습소,서울특별시 광진구 뚝섬로55길 11,37.5321267,127.0823137,8,5.0,5.0,56.0,2465.0,75.0,69.0,10.0
클린스터디(Clean Study)독서실,서울특별시 광진구 용마산로 104,37.56289719999999,127.0872705,144,48.0,48.0,42.0,2741.0,48.0,77.0,14.0
C&C미술학원,서울특별시 광진구 천호대로 579,37.5564322,127.0826217,442,62.0,62.0,66.0,1846.0,77.0,52.0,49.0
오르다샘앤클래스광진광장학원,서울특별시 광진구 광나루로 586,37.5428623,127.0937426,8,74.0,8.0,194.0,11097.0,175.0,81.0,4.0
씽크인아트미술학원,서울특별시 광진구 용마산로3길 99,37.5572179,127.0827824,40,80.0,40.0,66.0,1918.0,74.0,73.0,47.0
뿌리미술교습소,서울특별시 광진구 아차산로59길 42,37.5402908,127.0908091,10,5.0,5.0,168.0,9762.0,169.0,105.0,8.0
수피아노음악교습소,서울특별시 광진구 용마산로16길 5,37.56219189999999,127.0875772,89,8.0,8.0,40.0,2688.0,43.0,66.0,12.0
FTA독서실,서울특별시 광진구 광나루로56길 85,37.5356993,127.095765,73,73.0,73.0,47.0,1503.0,146.0,92.0,6.0
책읽어주는미술교습소,서울특별시 광진구 영화사로7길 24,37.5566238,127.0921941,24,5.0,5.0,32.0,1222.0,82.0,54.0,10.0
스튜디오(studio)미술학원,서울특별시 광진구 천호대로 590,37.555382,127.0830775,105,57.0,57.0,60.0,1643.0,63.0,54.0,47.0
몬스터어학원,서울특별시 광진구 아차산로 459,37.5444761,127.0897654,99,155.0,99.0,80.0,3346.0,61.0,45.0,8.0
솔로몬음악교습소,서울특별시 광진구 뚝섬로52마길 66,37.5285887,127.0820298,24,7.0,7.0,44.0,1508.0,48.0,39.0,16.0
원클래스라이브러리구의점독서실,서울특별시 광진구 구의강변로 86,37.5381389,127.0939329,385,77.0,77.0,177.0,9882.0,240.0,136.0,6.0
엠제이영어리딩영어교습소,서울특별시 광진구 자양로 319,37.554008,127.0938192,12,6.0,6.0,45.0,2029.0,87.0,73.0,20.0
은섬학원,서울특별시 광진구 용마산로 116,37.5640446,127.087083,288,81.0,81.0,44.0,2740.0,66.0,76.0,10.0
나랏말씀국어학원,서울특별시 광진구 광나루로 602,37.5417868,127.0946996,59,82.0,59.0,209.0,11376.0,186.0,96.0,4.0
봄(Bom)구름영어교습소,서울특별시 광진구 영화사로7길 24,37.5566238,127.0921941,70,7.0,7.0,32.0,1220.0,82.0,54.0,10.0
키즈파라다이스(KIZPARADISE)영어교습소,서울특별시 광진구 자양로3길 46-10,37.5304003,127.0838391,9,3.0,3.0,52.0,1907.0,123.0,58.0,6.0
뮤엠구의영어교습소,서울특별시 광진구 자양로28길 88,37.5414803,127.089061,3,3.0,3.0,115.0,5972.0,189.0,81.0,10.0
광장스터디뱅크독서실,서울특별시 광진구 아차산로70길 26,37.54196659999999,127.1011914,130,65.0,65.0,95.0,4491.0,70.0,97.0,2.0
일대일수학교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,8,4.0,4.0,206.0,10456.0,83.0,97.0,0.0
스타댄스학원,서울특별시 광진구 동일로22길 49,37.5419356,127.067116,306,51.0,51.0,23.0,1876.0,143.0,37.0,17.0
토즈스터디센터자양사거리독서실,서울특별시 광진구 자양로 109,37.5374247,127.0830692,1177,94.0,94.0,27.0,1794.0,51.0,38.0,17.0
클랑음악교습소,서울특별시 광진구 군자로 65,37.5491149,127.0705476,72,9.0,9.0,20.0,828.0,56.0,69.0,12.0
반석학원,서울특별시 광진구 아차산로 530,37.5419395,127.0996713,688,72.0,72.0,156.0,8316.0,72.0,95.0,0.0
플레이잉글리쉬(Play English)영어교습소,서울특별시 광진구 동일로72길 30,37.5655542,127.0792109,6,3.0,3.0,26.0,1054.0,81.0,84.0,28.0
모난돌국어역사학원,서울특별시 광진구 아차산로 461,37.5398941,127.0932358,372,73.0,73.0,207.0,11345.0,233.0,135.0,6.0
라온슬옹학원,서울특별시 광진구 아차산로 471,37.5404134,127.0939444,305,85.0,85.0,212.0,11691.0,196.0,131.0,6.0
뮤엠영어학원,서울특별시 광진구 아차산로 493,37.5417983,127.0961971,155,72.0,72.0,213.0,11585.0,186.0,104.0,0.0
바짝독서실,서울특별시 광진구 자양로 35,37.5310828,127.0860834,98,98.0,98.0,47.0,1805.0,127.0,60.0,6.0
닥터엠고등수학교습소,서울특별시 광진구 아차산로 552,37.5431583,127.1041888,12,3.0,3.0,34.0,1051.0,36.0,83.0,10.0
한밀러(HanMiller)영어교습소,서울특별시 광진구 영화사로7길 45,37.5572345,127.0931632,9,3.0,3.0,29.0,1146.0,41.0,42.0,10.0
장희승영어교습소,서울특별시 광진구 자양로 165,37.5423781,127.0838417,4,2.0,2.0,38.0,1539.0,63.0,14.0,14.0
리차드잉글리쉬학원,서울특별시 광진구 아차산로 484,37.540724,127.0956717,300,95.0,95.0,218.0,11417.0,187.0,89.0,2.0
드림다락방학원,서울특별시 광진구 구의강변로 45,37.5349817,127.0912558,50,88.0,50.0,29.0,1128.0,175.0,117.0,8.0
KAL수학교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,35,5.0,5.0,206.0,10455.0,83.0,97.0,0.0
이태운수학교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,18,6.0,6.0,206.0,10454.0,83.0,97.0,0.0
몽아뜰리에미술학원,서울특별시 광진구 광나루로54길 83,37.5376527,127.0944389,225,59.0,59.0,169.0,8797.0,233.0,133.0,6.0
노리터미술교습소,서울특별시 광진구 군자로 86-1,37.5508336,127.0712307,5,9.0,5.0,21.0,1073.0,45.0,71.0,10.0
혜자영어교습소,서울특별시 광진구 자양번영로5길 37-2,37.5329246,127.0731947,27,9.0,9.0,106.0,4074.0,153.0,51.0,6.0
키즈플레이아트미술교습소,서울특별시 광진구 자양번영로4길 42-22,37.5302135,127.0772179,12,4.0,4.0,65.0,2576.0,81.0,51.0,14.0
수운미술학원,서울특별시 광진구 자양로45길 18,37.5520971,127.0913622,75,53.0,53.0,47.0,2040.0,98.0,78.0,24.0
비트믹스댄스학원,서울특별시 광진구 동일로 130,37.5438284,127.0652417,74,52.0,52.0,20.0,1555.0,92.0,21.0,15.0
글로벌전인교육명품학원,서울특별시 광진구 자양로50길 18,37.5519443,127.0933075,36,76.0,36.0,41.0,2104.0,88.0,84.0,24.0
열방영어교습소,서울특별시 광진구 긴고랑로36길 71,37.556703,127.0918727,21,6.0,6.0,32.0,1221.0,86.0,56.0,10.0
비트믹스온더탑학원,서울특별시 광진구 동일로 130,37.5438284,127.0652417,125,65.0,65.0,20.0,1542.0,92.0,21.0,15.0
켈리잉글리시영어교습소,서울특별시 광진구 뚝섬로64길 38,37.5319338,127.0888464,75,5.0,5.0,20.0,834.0,127.0,66.0,4.0
라벨비음악교습소,서울특별시 광진구 용마산로3길 104,37.5574636,127.0826587,39,9.0,9.0,66.0,1949.0,71.0,84.0,47.0
제이투(JTWO)영어학원,서울특별시 광진구 용마산로 95,37.5621386,127.0869761,60,70.0,60.0,43.0,2732.0,47.0,72.0,14.0
엠스트학원,서울특별시 광진구 자양로 249,37.5487509,127.0891058,140,69.0,69.0,48.0,2011.0,34.0,68.0,28.0
차오름미술학원,서울특별시 광진구 광나루로56길 34,37.5386271,127.0958742,45,60.0,45.0,197.0,10264.0,210.0,112.0,6.0
바라크그린미술교습소,서울특별시 광진구 천호대로117길 58,37.5575462,127.0853412,72,9.0,9.0,76.0,2680.0,63.0,63.0,49.0
JK영어교습소,서울특별시 광진구 자양번영로 32,37.5324322,127.0757102,32,6.0,6.0,86.0,3581.0,74.0,55.0,14.0
솔루니논술교습소,서울특별시 광진구 용마산로21길 27,37.5634854,127.0859389,24,6.0,6.0,46.0,2856.0,73.0,79.0,12.0
호아미술교습소,서울특별시 광진구 능동로31길 8-1,37.5557601,127.0780072,88,8.0,8.0,49.0,2055.0,59.0,90.0,41.0
드림영어학원,서울특별시 광진구 광나루로54길 32,37.5394662,127.0951348,160,76.0,76.0,221.0,11672.0,189.0,118.0,4.0
조아뜰리에미술교습소,서울특별시 광진구 천호대로 666,37.5513556,127.089346,54,9.0,9.0,49.0,2038.0,95.0,64.0,26.0
광진구주이배고등관학원,서울특별시 광진구 광나루로 603,37.5420151,127.0955975,100,190.0,100.0,214.0,11565.0,186.0,98.0,2.0
서울강변작심독서실,서울특별시 광진구 광나루로56길 29,37.53739729999999,127.0976212,255,87.0,87.0,119.0,5609.0,99.0,90.0,6.0
블루밍영어교습소,서울특별시 광진구 광나루로36길 28,37.5437193,127.0863141,16,5.0,5.0,51.0,1889.0,71.0,36.0,16.0
MbM영어교습소,서울특별시 광진구 아차산로 345,37.5377045,127.0815286,56,7.0,7.0,26.0,1747.0,60.0,35.0,20.0
푸른꿈과당신의기타교습소,서울특별시 광진구 뚝섬로40길 15,37.5331521,127.0729333,3,4.0,3.0,109.0,4259.0,153.0,58.0,6.0
웨일즈어학원,서울특별시 광진구 광나루로 619,37.5410525,127.0964511,92,161.0,92.0,222.0,11748.0,184.0,102.0,0.0
더뉴스타운(The NEWS Town)영어교습소,서울특별시 광진구 자양로 282-1,37.5509934,127.0917623,56,8.0,8.0,52.0,2238.0,84.0,78.0,24.0
탑클래스잉글리쉬(Top Class English)영어교습소,서울특별시 광진구 용마산로3길 43,37.5561168,127.0856149,12,4.0,4.0,69.0,2347.0,96.0,50.0,49.0
깊은생각광진학원,서울특별시 광진구 광나루로 602,37.5417868,127.0946996,75,174.0,75.0,209.0,11360.0,186.0,96.0,4.0
아가페음악학원,서울특별시 광진구 자양로7길 42,37.5324798,127.0824716,95,47.0,47.0,57.0,2726.0,75.0,77.0,9.0
멘토스수학교습소,서울특별시 광진구 구의강변로 96,37.5384981,127.0946643,21,3.0,3.0,192.0,10498.0,238.0,133.0,6.0
필즈수학학원,서울특별시 광진구 용마산로 95,37.5621386,127.0869761,58,76.0,58.0,43.0,2734.0,47.0,72.0,14.0
이엠플러스(EM+)영수학원,서울특별시 광진구 아차산로 623,37.548496,127.106796,43,69.0,43.0,13.0,853.0,57.0,70.0,18.0
광진에이닷영어학원,서울특별시 광진구 광나루로 590,37.5425759,127.0939174,1040,109.0,109.0,201.0,11300.0,174.0,81.0,4.0
임팩트학원,서울특별시 광진구 자양로37길 4,37.5478687,127.0878439,55,75.0,55.0,51.0,2291.0,40.0,54.0,13.0
수학의달인해법영어학원,서울특별시 광진구 뚝섬로37길 11,37.5350143,127.0716811,86,76.0,76.0,105.0,4240.0,175.0,62.0,7.0
엘리트서울미술교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,4,2.0,2.0,206.0,10458.0,83.0,97.0,0.0
뮤엠영어해법수학학원,서울특별시 광진구 자양번영로 46,37.5336367,127.0760645,51,98.0,51.0,87.0,3445.0,77.0,56.0,11.0
책독서논술교습소,서울특별시 광진구 자양번영로 47-3,37.5338199,127.0754885,16,8.0,8.0,95.0,3967.0,69.0,56.0,11.0
책이랑글이랑논술교습소,서울특별시 광진구 군자로 84,37.5505216,127.071161,21,3.0,3.0,21.0,1075.0,46.0,68.0,10.0
더베스트영어교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,6,2.0,2.0,206.0,10458.0,83.0,97.0,0.0
하이클래스영어전문2관영어교습소,서울특별시 광진구 뚝섬로56길 34,37.5298767,127.0825684,20,5.0,5.0,47.0,1811.0,64.0,55.0,12.0
즐거운예람음악교습소,서울특별시 광진구 용마산로 160,37.5678471,127.0863908,15,9.0,9.0,22.0,1527.0,71.0,85.0,6.0
마스터입시전문연기학원,서울특별시 광진구 아차산로 453,37.5394007,127.0923951,150,73.0,73.0,181.0,10336.0,225.0,120.0,8.0
제이미영어독서클럽교습소,서울특별시 광진구 동일로38길 13,37.551465,127.0701933,15,5.0,5.0,19.0,864.0,34.0,52.0,10.0
크로체꽃예술학원,서울특별시 광진구 능동로 251,37.55265050000001,127.0767212,436,52.0,52.0,18.0,837.0,44.0,51.0,4.0
베리타스에듀학원,서울특별시 광진구 천호대로 666,37.5513556,127.089346,210,69.0,69.0,49.0,1978.0,95.0,64.0,26.0
한밀러(Hanmiller)수학교습소,서울특별시 광진구 영화사로7길 45,37.5572345,127.0931632,6,2.0,2.0,29.0,1147.0,41.0,42.0,10.0
예술창작미술교습소,서울특별시 광진구 아차산로 634,37.5489219,127.1083668,45,9.0,9.0,11.0,753.0,51.0,42.0,10.0
리더스해법에듀학원,서울특별시 광진구 용마산로22길 16,37.5634767,127.0879136,90,83.0,83.0,38.0,2443.0,42.0,66.0,10.0
제이케이모델입시학원,서울특별시 광진구 뚝섬로 468,37.5367436,127.0621483,330,61.0,61.0,4.0,204.0,45.0,20.0,6.0
제이케이모델전문학원,서울특별시 광진구 뚝섬로 468,37.5367436,127.0621483,1110,60.0,60.0,4.0,205.0,45.0,20.0,6.0
김주영수학교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,12,6.0,6.0,206.0,10454.0,83.0,97.0,0.0
문연기학원,서울특별시 광진구 자양번영로 71,37.5359522,127.0762701,14,65.0,14.0,66.0,3079.0,62.0,52.0,11.0
스택업러닝센터학원,서울특별시 광진구 광나루로 602,37.5417868,127.0946996,705,47.0,47.0,209.0,11388.0,186.0,96.0,4.0
셀파영어교습소,서울특별시 광진구 뚝섬로52라길 69,37.5294279,127.0824397,40,5.0,5.0,47.0,1811.0,63.0,54.0,12.0
달그린미술창작소미술교습소,서울특별시 광진구 동일로72길 46,37.5653083,127.0799294,36,6.0,6.0,26.0,1051.0,84.0,83.0,26.0
3030영어교습소,서울특별시 광진구 구의강변로 96,37.5384981,127.0946643,10,5.0,5.0,192.0,10496.0,238.0,133.0,6.0
엠수학학원,서울특별시 광진구 뚝섬로 558,37.5340724,127.0718277,30,69.0,30.0,108.0,4368.0,150.0,62.0,6.0
와와학습코칭학원,서울특별시 광진구 광나루로 584,37.54305129999999,127.0935523,744,75.0,75.0,171.0,10835.0,177.0,84.0,6.0
시몽?SM미술학원,서울특별시 광진구 자양로50길 18,37.5519443,127.0933075,430,63.0,63.0,41.0,2077.0,88.0,84.0,24.0
구의수학의달인수학교습소,서울특별시 광진구 광나루로30나길 28,37.5432545,127.0831681,73,9.0,9.0,32.0,1365.0,59.0,16.0,14.0
POS과학전문학원&Fim수학학원,서울특별시 광진구 광나루로 602,37.5417868,127.0946996,130,72.0,72.0,209.0,11363.0,186.0,96.0,4.0
트리니티잉글리쉬영어교습소,서울특별시 광진구 용마산로3길 102,37.5574222,127.082833,63,7.0,7.0,66.0,1951.0,72.0,79.0,47.0
코람데오미술교습소,서울특별시 광진구 아차산로66길 92,37.5421538,127.1015045,8,9.0,8.0,83.0,3318.0,79.0,92.0,2.0
즐거운창작소미술교습소,서울특별시 광진구 광나루로39길 11,37.5454994,127.0887779,14,4.0,4.0,63.0,2718.0,53.0,36.0,9.0
솔루니독서논술교습소,서울특별시 광진구 아차산로 493,37.5417983,127.0961971,25,5.0,5.0,213.0,11652.0,186.0,104.0,0.0
자양독서논술교습소,서울특별시 광진구 뚝섬로38길 18,37.5333035,127.0729445,32,2.0,2.0,110.0,4361.0,150.0,57.0,6.0
장미피아노교습소,서울특별시 광진구 광장로 58-1,37.5470767,127.1035953,45,9.0,9.0,24.0,1141.0,55.0,83.0,14.0
플랜비(PlanB)영어교습소,서울특별시 광진구 천호대로136길 52,37.5475001,127.0897954,99,9.0,9.0,45.0,1915.0,35.0,60.0,12.0
어썸팩토리자양플레이스독서실,서울특별시 광진구 능동로 21,37.5335019,127.0672835,15930,90.0,90.0,70.0,2624.0,144.0,48.0,7.0
예스독서실,서울특별시 광진구 영화사로 32,37.5567329,127.0903676,204,102.0,102.0,46.0,1307.0,96.0,71.0,12.0
탑티어영어학원,서울특별시 광진구 뚝섬로54길 13,37.5309274,127.0807712,150,70.0,70.0,64.0,2478.0,81.0,57.0,14.0
로봇&코딩학원,서울특별시 광진구 광나루로56길 29,37.53739729999999,127.0976212,80,64.0,64.0,119.0,5632.0,99.0,90.0,6.0
플라톤아카데미자양건대독서논술교습소,서울특별시 광진구 능동로8길 19,37.5364801,127.0702824,120,5.0,5.0,74.0,3211.0,195.0,57.0,8.0
김선생국어교습소,서울특별시 광진구 뚝섬로41길 8,37.5339368,127.0751097,18,6.0,6.0,100.0,4063.0,72.0,56.0,11.0
꼭두미술교습소,서울특별시 광진구 뚝섬로64길 50,37.5314369,127.0888456,18,9.0,9.0,19.0,739.0,111.0,61.0,4.0
광진스즈키바이올린교습소,서울특별시 광진구 아차산로 522,37.5419395,127.0996713,90,9.0,9.0,156.0,8379.0,72.0,95.0,0.0
깊은생각광진2관학원,서울특별시 광진구 광나루로 600,37.5419375,127.0945505,75,100.0,75.0,210.0,11368.0,188.0,96.0,4.0
A+메타수학교습소,서울특별시 광진구 천호대로119길 57,37.5574184,127.0857811,60,6.0,6.0,73.0,2508.0,106.0,59.0,49.0
광진고스(GOS)에듀학원,서울특별시 광진구 광나루로 602,37.5417868,127.0946996,690,91.0,91.0,209.0,11344.0,186.0,96.0,4.0
리드체인지학원,서울특별시 광진구 천호대로 602,37.5548979,127.0843216,180,69.0,69.0,57.0,1619.0,91.0,35.0,47.0
라움미술교습소,서울특별시 광진구 광나루로 635,37.5406205,127.0986045,5,3.0,3.0,206.0,10457.0,83.0,97.0,0.0
해법영어교실용마영어교습소,서울특별시 광진구 용마산로3길 98,37.5573684,127.0829801,30,6.0,6.0,66.0,1952.0,74.0,75.0,51.0
타파하댄스학원,서울특별시 광진구 뚝섬로 645,37.5317075,127.0813974,30,60.0,30.0,55.0,1985.0,80.0,61.0,14.0
매스랩(MathLab)전문수학교습소,서울특별시 광진구 광나루로54길 38,37.5392467,127.0950927,15,5.0,5.0,207.0,11448.0,215.0,121.0,6.0
상상수학학원,서울특별시 광진구 자양번영로 32,37.5324322,127.0757102,80,77.0,77.0,86.0,3510.0,74.0,55.0,14.0
이상윤기타교습소,서울특별시 광진구 자양로28길 85,37.541675,127.0890236,13,8.0,8.0,106.0,5327.0,193.0,80.0,10.0
광진비바키즈어학원,서울특별시 광진구 아차산로 502,37.5413438,127.097272,48,162.0,48.0,224.0,11778.0,95.0,104.0,0.0
라온국어학원,서울특별시 광진구 뚝섬로 587,37.5335228,127.0754315,380,71.0,71.0,89.0,3518.0,73.0,55.0,6.0
예림음악교습소,서울특별시 광진구 용마산로5길 71,37.5572072,127.0838532,52,4.0,4.0,64.0,1916.0,62.0,70.0,51.0
비트믹스스튜디오본점학원,서울특별시 광진구 아차산로 235,37.5407382,127.069586,175,64.0,64.0,24.0,1818.0,176.0,30.0,4.0
아이엠수학교습소,서울특별시 광진구 자양로 319,37.554008,127.0938192,6,3.0,3.0,45.0,2032.0,87.0,73.0,20.0
플라톤아카데미구의아르테나논술교습소,서울특별시 광진구 아차산로 464,37.5396198,127.0936261,102,6.0,6.0,209.0,11604.0,231.0,139.0,6.0
중곡용마플라톤아카데미논술교습소,서울특별시 광진구 천호대로119길 61,37.5575874,127.0857588,218,2.0,2.0,76.0,2697.0,67.0,60.0,49.0
해성수학교습소,서울특별시 광진구 능동로 30,37.5340047,127.0681498,6,7.0,6.0,72.0,2726.0,152.0,50.0,7.0
에스제이발레학원,서울특별시 광진구 구의강변로 92,37.5386051,127.0941519,120,67.0,67.0,196.0,10728.0,240.0,141.0,6.0
파크빌바이올린교습소,서울특별시 광진구 아차산로 549,37.5441452,127.1015274,18,6.0,6.0,70.0,2631.0,32.0,92.0,2.0
자양융합국어교습소,서울특별시 광진구 자양번영로 15,37.5310469,127.0748037,88,9.0,9.0,70.0,3138.0,51.0,52.0,12.0
날개달기국어수학학원,서울특별시 광진구 아차산로 345,37.5377045,127.0815286,85,73.0,73.0,26.0,1681.0,60.0,35.0,20.0
시티힐아카데미학원,서울특별시 광진구 광나루로 494,37.5448686,127.0842049,284,220.0,220.0,39.0,1365.0,48.0,18.0,8.0
이라라피아노교습소,서울특별시 광진구 천호대로113길 5,37.5575368,127.0830728,25,5.0,5.0,66.0,1953.0,75.0,75.0,53.0
허윤호수학학원,서울특별시 광진구 광나루로 604,37.5415728,127.0949101,390,88.0,88.0,209.0,11439.0,186.0,91.0,2.0
시매쓰수학학원,서울특별시 광진구 뚝섬로 558,37.5340724,127.0718277,120,102.0,102.0,108.0,4296.0,150.0,62.0,6.0
라라미술교습소,서울특별시 광진구 자양로28길 18-1,37.5421287,127.0852846,30,9.0,9.0,48.0,1816.0,70.0,25.0,16.0
조앤아카데미학원,서울특별시 광진구 천호대로 578,37.5557559,127.0819894,44,43.0,43.0,66.0,1985.0,67.0,56.0,45.0
