학원명,도로명주소,위도,경도,정원합계,일시수용능력인원합계,어린이보호구역여부,인원,근처학원수,근처수강생총합,근처휴게음식점수,근처횡단보도수,사고건수
알파영어교습소,서울특별시 노원구 동일로207길 184,37.6363492,127.0613398,24,6,0.0,6.0,44.0,2548.0,19.0,54.0,3.0
(주)메디잡리더스간호학원,서울특별시 노원구 노해로 488,37.6543208,127.0621574,30,197,0.0,30.0,109.0,21791.0,99.0,83.0,6.0
탑플레이스비알(BR)영어교습소,서울특별시 노원구 중계로18길 9,37.6511373,127.077782,20,4,0.0,4.0,467.0,60598.0,65.0,76.0,2.0
유투엠중계캠퍼스학원,서울특별시 노원구 한글비석로 270,37.6515579,127.077432,72,143,0.0,72.0,483.0,60511.0,62.0,77.0,2.0
중계고등전문안형준국어교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,28,4,0.0,4.0,474.0,60235.0,57.0,74.0,2.0
시온수학교습소,서울특별시 노원구 동일로 1551,37.6668834,127.0568372,48,9,0.0,9.0,94.0,3975.0,29.0,68.0,7.0
수학의기술학원,서울특별시 노원구 노원로22길 70,37.6468287,127.0728289,85,68,0.0,68.0,187.0,22547.0,26.0,56.0,5.0
전문가집단2관학원,서울특별시 노원구 한글비석로 270,37.6515579,127.077432,60,77,0.0,60.0,483.0,60523.0,62.0,77.0,2.0
아르떼발레학원,서울특별시 노원구 동일로 1365,37.6505935,127.0612172,50,53,0.0,50.0,94.0,9065.0,66.0,44.0,5.0
엘에스씨(LSC)영어학원,서울특별시 노원구 한글비석로 270,37.6515579,127.077432,100,77,0.0,77.0,483.0,60506.0,62.0,77.0,2.0
이투스수학학원,서울특별시 노원구 중계로 217,37.6504871,127.0759853,30,117,0.0,30.0,488.0,60387.0,58.0,74.0,2.0
이(e)해법셀파수학학원,서울특별시 노원구 수락산로 232,37.6710933,127.0528888,80,72,0.0,72.0,37.0,2178.0,24.0,26.0,6.0
악어연기학원,서울특별시 노원구 노해로83길 4,37.6555352,127.064536,112,62,0.0,62.0,87.0,16266.0,97.0,80.0,7.0
유비스카이학원,서울특별시 노원구 한글비석로 270,37.6515579,127.077432,36,113,0.0,36.0,483.0,60547.0,62.0,77.0,2.0
잇올스파르타독학재수학원,서울특별시 노원구 한글비석로 270,37.6515579,127.077432,600,120,0.0,120.0,483.0,60463.0,62.0,77.0,2.0
잇올스파르타관리형프리미엄독서실,서울특별시 노원구 한글비석로 270,37.6515579,127.077432,264,143,0.0,143.0,483.0,60440.0,62.0,77.0,2.0
블러썸미술학원,서울특별시 노원구 동일로227길 26,37.6687829,127.0537253,180,56,0.0,56.0,65.0,3243.0,24.0,35.0,5.0
웅진씽크빅학습센터중계학원,서울특별시 노원구 덕릉로73길 18,37.6521826,127.0724569,390,144,0.0,144.0,363.0,51479.0,43.0,73.0,1.0
크레버스영재관중계제3지점학원,서울특별시 노원구 한글비석로 270,37.6515579,127.077432,534,173,0.0,173.0,483.0,60410.0,62.0,77.0,2.0
이룸영어교습소,서울특별시 노원구 덕릉로94가길 20,37.663117,127.0785759,10,5,0.0,5.0,33.0,1248.0,26.0,50.0,9.0
로직큐(Q)수학교습소,서울특별시 노원구 덕릉로71길 30,37.651184,127.0705238,40,4,0.0,4.0,148.0,6649.0,34.0,56.0,1.0
올림피아드영재센터학원,서울특별시 노원구 한글비석로 270,37.6515579,127.077432,504,220,1.0,220.0,483.0,60363.0,62.0,77.0,2.0
민지미술비끄아트노원학원,서울특별시 노원구 섬밭로 209,37.6354449,127.0642439,50,53,0.0,50.0,46.0,2667.0,28.0,64.0,6.0
전문가집단학원,서울특별시 노원구 한글비석로 270,37.6515579,127.077432,29,89,0.0,29.0,483.0,60554.0,62.0,77.0,2.0
러셀중계바른공부자습전용관독서실,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,350,558,0.0,350.0,474.0,59920.0,59.0,66.0,2.0
로보나라로봇코딩교습소,서울특별시 노원구 한글비석로54길 116,37.6683107,127.0604105,18,3,0.0,3.0,73.0,3403.0,23.0,60.0,4.0
빵샘영어경영학원,서울특별시 노원구 노원로 236,37.6391161,127.0751565,64,70,0.0,64.0,36.0,11938.0,28.0,45.0,4.0
씽크톡창의수학교습소,서울특별시 노원구 동일로213길 77,37.647755,127.0577479,36,6,0.0,6.0,47.0,2000.0,14.0,25.0,3.0
에스(S)수학교습소,서울특별시 노원구 공릉로 143,37.6227596,127.0791105,42,7,0.0,7.0,67.0,2892.0,81.0,42.0,9.0
유니팝미술교습소,서울특별시 노원구 화랑로51길 78,37.6257733,127.0873569,40,8,0.0,8.0,47.0,1001.0,19.0,78.0,11.0
서울공릉작심독서실,서울특별시 노원구 동일로191가길 34,37.6266765,127.0713204,672,112,0.0,112.0,36.0,11511.0,34.0,54.0,8.0
엘-피엠피(L-PMP)학원,서울특별시 노원구 동일로 1530,37.665073,127.0580605,60,78,0.0,60.0,99.0,3489.0,26.0,76.0,5.0
두림과학학원,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,1080,195,0.0,195.0,436.0,58656.0,50.0,58.0,2.0
크레버스씨큐브코딩중계제1지점학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,612,145,0.0,145.0,466.0,59467.0,57.0,63.0,3.0
코치클래스영어교습소,서울특별시 노원구 노원로 58,37.6266495,127.0873143,20,5,0.0,5.0,29.0,440.0,17.0,61.0,3.0
우리해법수학논술학원,서울특별시 노원구 동일로 1549,37.6667157,127.0568809,225,129,0.0,129.0,94.0,3855.0,29.0,67.0,5.0
청구홍익미술교습소,서울특별시 노원구 한글비석로 89,37.6393884,127.0715555,4,4,0.0,4.0,40.0,12090.0,51.0,88.0,5.0
꿈꾸는창의교육학원,서울특별시 노원구 노원로1나길 3,37.621147,127.0829943,40,53,0.0,40.0,63.0,2082.0,45.0,57.0,14.0
플라이업수학교습소,서울특별시 노원구 덕릉로73길 28,37.6534321,127.072311,10,5,0.0,5.0,249.0,13781.0,37.0,58.0,0.0
한솔학원,서울특별시 노원구 석계로 49,37.6185529,127.0625822,56,74,0.0,56.0,33.0,1116.0,38.0,33.0,6.0
커브(Curve)영어학원,서울특별시 노원구 노원로1나길 3,37.621147,127.0829943,30,125,0.0,30.0,63.0,2092.0,45.0,57.0,14.0
에이치아이엠에스초중등관명성학원,서울특별시 노원구 광운로 57,37.6226528,127.0595318,40,82,0.0,40.0,7.0,211.0,34.0,30.0,4.0
스카이(SKY)미래연수학학원,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,135,182,0.0,135.0,457.0,59267.0,56.0,64.0,2.0
아리엘음악교습소,서울특별시 노원구 섬밭로 232,37.6368495,127.0663824,28,8,0.0,8.0,51.0,2939.0,44.0,89.0,6.0
미래수학국어과학학원,서울특별시 노원구 공릉로34길 10-2,37.6223308,127.0797916,80,74,0.0,74.0,60.0,2345.0,76.0,40.0,9.0
유아이수학교습소,서울특별시 노원구 중계로 225,37.6498272,127.0743318,6,3,0.0,3.0,466.0,59609.0,57.0,63.0,3.0
한상욱영문법영어교습소,서울특별시 노원구 중계로 170,37.6501065,127.0812326,54,9,0.0,9.0,401.0,56802.0,64.0,53.0,2.0
311잉글리쉬(English)학원,서울특별시 노원구 중계로 218,37.6508704,127.0760059,85,70,0.0,70.0,478.0,60116.0,55.0,77.0,2.0
다온도예교습소,서울특별시 노원구 노원로 540,37.6614571,127.0593957,18,8,0.0,8.0,58.0,2482.0,20.0,77.0,4.0
코드원독서실,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,198,280,0.0,198.0,436.0,58653.0,50.0,58.0,2.0
보람해법수학교습소,서울특별시 노원구 한글비석로 474,37.6648566,127.0654725,15,5,0.0,5.0,66.0,2646.0,33.0,50.0,2.0
해법영어보람교실영어교습소,서울특별시 노원구 한글비석로 474,37.6648566,127.0654725,21,7,0.0,7.0,66.0,2644.0,33.0,50.0,2.0
삼성영어태랑보습학원,서울특별시 노원구 화랑로51길 38,37.6249914,127.0890791,191,73,0.0,73.0,32.0,756.0,20.0,70.0,11.0
원패스전기학원,서울특별시 노원구 동일로216길 70,37.6521365,127.0654852,132,113,0.0,113.0,84.0,16526.0,73.0,63.0,4.0
편입엔편입학원,서울특별시 노원구 노해로75길 14-26,37.6545625,127.0588968,210,153,0.0,153.0,77.0,8204.0,84.0,63.0,6.0
제이영어교습소,서울특별시 노원구 노원로22길 70,37.6468287,127.0728289,12,2,0.0,2.0,187.0,22613.0,26.0,56.0,5.0
명광일종합논술교습소,서울특별시 노원구 섬밭로 263,37.6387852,127.0624881,74,8,0.0,8.0,53.0,2733.0,22.0,54.0,1.0
레이쌤영어교습소,서울특별시 노원구 한글비석로 89,37.6393884,127.0715555,24,4,0.0,4.0,40.0,12090.0,51.0,88.0,5.0
짱수학교습소,서울특별시 노원구 공릉로34길 62,37.6234994,127.0831875,24,8,0.0,8.0,88.0,2758.0,44.0,68.0,12.0
중계염광한우리독서토론논술교습소,서울특별시 노원구 한글비석로15길 48,37.6562734,127.0734915,14,7,0.0,7.0,90.0,5284.0,49.0,66.0,5.0
탑솔루션수학교습소,서울특별시 노원구 화랑로51길 38,37.6249914,127.0890791,26,7,0.0,7.0,32.0,822.0,20.0,70.0,11.0
에스앤케이(SNK)영어월계점학원,서울특별시 노원구 마들로 31,37.6178025,127.0685682,46,73,0.0,46.0,28.0,769.0,23.0,30.0,1.0
맘스잉글리쉬영어교습소,서울특별시 노원구 광운로2가길 23,37.6181778,127.0592496,8,4,0.0,4.0,32.0,1152.0,30.0,27.0,7.0
그리미미술교습소,서울특별시 노원구 동일로215길 81,37.6502137,127.0568875,7,7,0.0,7.0,68.0,5368.0,33.0,22.0,2.0
생각하는수학교습소,서울특별시 노원구 노원로1나길 15,37.6215403,127.0824257,30,5,0.0,5.0,64.0,2355.0,49.0,57.0,14.0
실천이성학원,서울특별시 노원구 한글비석로 227,37.6479003,127.0762756,960,119,0.0,119.0,436.0,58732.0,50.0,58.0,2.0
소리샘음악교습소,서울특별시 노원구 한글비석로52길 64,37.6674016,127.0675193,20,7,0.0,7.0,57.0,2123.0,23.0,32.0,2.0
에르모소뷰티아카데미미용학원,서울특별시 노원구 노원로 449,37.6566669,127.066444,565,67,0.0,67.0,76.0,15102.0,93.0,65.0,3.0
노원씨엠학원,서울특별시 노원구 상계로7길 25,37.6578412,127.0646118,60,132,0.0,60.0,95.0,15264.0,90.0,79.0,5.0
남스클라리넷음악교습소,서울특별시 노원구 섬밭로 190,37.6337017,127.0678655,15,5,0.0,5.0,32.0,1085.0,26.0,91.0,7.0
에스엘에이(SLA)애듀영어교습소,서울특별시 노원구 섬밭로 263,37.6387852,127.0624881,42,7,0.0,7.0,53.0,2734.0,22.0,54.0,1.0
매쓰랩수학교습소,서울특별시 노원구 마들로 31,37.6178025,127.0685682,6,3,0.0,3.0,28.0,812.0,23.0,30.0,1.0
사이언스랩과학교습소,서울특별시 노원구 마들로 31,37.6178025,127.0685682,12,4,0.0,4.0,28.0,811.0,23.0,30.0,1.0
오후의드로잉미술교습소,서울특별시 노원구 동일로217가길 39,37.6530889,127.0582112,117,9,0.0,9.0,70.0,6386.0,64.0,57.0,4.0
글의힘국어학원,서울특별시 노원구 한글비석로 273,37.6521755,127.0771914,3110,186,0.0,186.0,480.0,60327.0,58.0,74.0,3.0
한우리공릉태강독서토론논술교습소,서울특별시 노원구 공릉로34길 62,37.6234994,127.0831875,6,3,0.0,3.0,88.0,2763.0,44.0,68.0,12.0
매쓰플레이수학교습소,서울특별시 도봉구 마들로 650,37.6680262,127.0470738,60,6,0.0,6.0,-1.0,0.0,1.0,2.0,0.0
서미선전문수학교습소,서울특별시 노원구 동일로 1530,37.665073,127.0580605,10,5,0.0,5.0,99.0,3544.0,26.0,76.0,5.0
그래비티컬쳐그라운드댄스학원,서울특별시 노원구 동일로 1085,37.626701,127.0720804,190,63,0.0,63.0,35.0,11559.0,46.0,55.0,7.0
에벤에셀음악학원,서울특별시 노원구 한글비석로54길 116/,37.6683107,127.0604105,74,58,0.0,58.0,73.0,3348.0,23.0,60.0,4.0
그릿수학교습소,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,72,4,0.0,4.0,451.0,59230.0,53.0,69.0,4.0
나무음악교습소,서울특별시 노원구 섬밭로 190,37.6337017,127.0678655,16,5,0.0,5.0,32.0,1085.0,26.0,91.0,7.0
윤선생우리집앞영어교실을지영어교습소,서울특별시 노원구 중계로 225,37.6498272,127.0743318,24,8,0.0,8.0,466.0,59604.0,57.0,63.0,3.0
봉(BONG)수학교습소,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,18,3,0.0,3.0,474.0,60267.0,59.0,66.0,2.0
마이매쓰수학교습소,서울특별시 노원구 중계로18길 13,37.6513077,127.0778154,12,6,0.0,6.0,465.0,60376.0,64.0,78.0,2.0
플라톤아카데미중계본동독서논술교습소,서울특별시 노원구 중계로14길 52,37.6505284,127.0828832,42,3,0.0,3.0,140.0,28742.0,34.0,25.0,0.0
호크마수학학원,서울특별시 노원구 중계로18길 9,37.6511373,127.077782,117,123,0.0,117.0,467.0,60485.0,65.0,76.0,2.0
진에이플러스수학교습소,서울특별시 노원구 섬밭로 125,37.6272664,127.0686136,63,7,0.0,7.0,30.0,11008.0,24.0,62.0,8.0
화랑음악교습소,서울특별시 노원구 화랑로51길 17,37.6236127,127.0885326,20,4,0.0,4.0,45.0,984.0,14.0,69.0,12.0
유피(up)수학교습소,서울특별시 노원구 중계로 225,37.6498272,127.0743318,64,8,0.0,8.0,466.0,59604.0,57.0,63.0,3.0
릴팅댄스스튜디오학원,서울특별시 노원구 동일로237길 58,37.6735548,127.0521474,80,72,0.0,72.0,25.0,1352.0,31.0,18.0,5.0
챌린지에듀어학원,서울특별시 노원구 동일로 1532,37.6653113,127.0579985,210,152,0.0,152.0,90.0,3069.0,24.0,77.0,5.0
두이국어전문학원,서울특별시 노원구 한글비석로 272,37.6517354,127.0775931,95,91,0.0,91.0,467.0,60355.0,62.0,77.0,2.0
늘해법수학학원,서울특별시 노원구 누원로 22,37.6870816,127.0530523,60,70,0.0,60.0,9.0,251.0,4.0,3.0,2.0
김즌아트미술교습소,서울특별시 노원구 동일로237다길 29,37.6748529,127.0524559,9,9,0.0,9.0,25.0,996.0,40.0,17.0,6.0
김은수스카이(SKY)수학교습소,서울특별시 노원구 중계로18길 17,37.6515236,127.0778413,10,2,0.0,2.0,466.0,60435.0,65.0,80.0,2.0
이창과학교습소,서울특별시 노원구 중계로18길 17,37.6515236,127.0778413,40,4,0.0,4.0,466.0,60433.0,65.0,80.0,2.0
씨드런컴퓨터교습소,서울특별시 노원구 한글비석로 444,37.6636731,127.0685418,87,7,0.0,7.0,85.0,3091.0,56.0,48.0,3.0
어썸팩토리중계은사플레이스독서실,서울특별시 노원구 중계로 205,37.6504553,127.0774563,60,120,0.0,60.0,474.0,60589.0,64.0,71.0,2.0
플라톤아카데미공릉독서논술교습소,서울특별시 노원구 노원로 29,37.6245531,127.0848004,70,5,0.0,5.0,79.0,1889.0,40.0,82.0,12.0
피아노멘토음악교습소,서울특별시 노원구 중계로12길 16,37.6475345,127.0813803,120,5,0.0,5.0,207.0,35449.0,44.0,39.0,2.0
태랑하연과학교습소,서울특별시 노원구 화랑로51길 17,37.6236127,127.0885326,25,5,0.0,5.0,45.0,983.0,14.0,69.0,12.0
원노트(Onenote)재즈피아노음악교습소,서울특별시 노원구 동일로204가길 34,37.6407489,127.0682363,8,4,0.0,4.0,52.0,2003.0,44.0,95.0,10.0
중계미래탐구영과센터학원,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,740,109,0.0,109.0,457.0,59293.0,56.0,64.0,2.0
지앤비이화음악교습소,서울특별시 노원구 덕릉로 740,37.6636282,127.0764046,62,6,0.0,6.0,42.0,1303.0,37.0,53.0,10.0
제로플러스학원,서울특별시 노원구 공릉로59길 28,37.6346823,127.0695415,70,102,0.0,70.0,37.0,1185.0,33.0,100.0,6.0
브로스댄스스튜디오학원,서울특별시 노원구 한글비석로15길 27,37.6570128,127.0741706,60,65,0.0,60.0,81.0,4562.0,51.0,69.0,7.0
더블유에스(WS)적중학원,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,1540,79,0.0,79.0,451.0,59155.0,53.0,69.0,4.0
뉴모짜르트음악학원,서울특별시 노원구 동일로198길 10,37.6285642,127.0727285,263,45,0.0,45.0,30.0,11234.0,40.0,73.0,6.0
세영컴퓨터교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,48,4,0.0,4.0,457.0,59398.0,56.0,64.0,2.0
지퍼스트(Gfirst)학원,서울특별시 노원구 석계로9길 13,37.6173257,127.0634073,68,76,0.0,68.0,43.0,1347.0,26.0,12.0,6.0
진심영어교습소,서울특별시 노원구 중계로18길 13,37.6513077,127.0778154,24,4,0.0,4.0,465.0,60378.0,64.0,78.0,2.0
브이아이피독서논술교습소,서울특별시 노원구 중계로18길 17,37.6515236,127.0778413,12,4,0.0,4.0,466.0,60433.0,65.0,80.0,2.0
김지민영어학원,서울특별시 노원구 한글비석로 265,37.6514461,127.0765554,58,72,0.0,58.0,477.0,60273.0,57.0,77.0,2.0
라티오2관수학학원,서울특별시 노원구 한글비석로 265,37.6514461,127.0765554,20,100,0.0,20.0,477.0,60311.0,57.0,77.0,2.0
중계다독독서실,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,104,104,0.0,104.0,476.0,60626.0,62.0,71.0,2.0
수학쌤수학교습소,서울특별시 노원구 공릉로42길 17,37.6243682,127.0807361,12,6,0.0,6.0,76.0,2887.0,67.0,47.0,3.0
모네의작업실미술교습소,서울특별시 노원구 상계로 193-14,37.6630427,127.0745157,9,3,0.0,3.0,38.0,1391.0,47.0,74.0,11.0
고수학교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,10,4,0.0,4.0,457.0,59398.0,56.0,64.0,2.0
디폴영어교습소,서울특별시 노원구 누원로 22,37.6870816,127.0530523,18,6,0.0,6.0,9.0,305.0,4.0,3.0,2.0
벽산즐거운수학교습소,서울특별시 노원구 한글비석로 396,37.6614765,127.0728242,24,4,0.0,4.0,66.0,2578.0,67.0,84.0,13.0
리드인독서교습소,서울특별시 노원구 동일로213길 78,37.6481378,127.0575649,18,9,0.0,9.0,49.0,2221.0,15.0,19.0,3.0
웅진프라임노원월계학원,서울특별시 노원구 초안산로2라길 11,37.6318407,127.0573268,24,112,0.0,24.0,10.0,300.0,18.0,30.0,6.0
대치어센트영어전문학원,서울특별시 노원구 한글비석로 254,37.6504079,127.0770904,414,96,0.0,96.0,476.0,60634.0,62.0,71.0,2.0
생각의정원국어논술교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,16,4,0.0,4.0,457.0,59398.0,56.0,64.0,2.0
와이지학원,서울특별시 노원구 동일로 1533,37.665345,127.0572197,24,76,0.0,24.0,97.0,3631.0,26.0,67.0,5.0
유격수수학교습소,서울특별시 노원구 동일로 1551,37.6668834,127.0568372,20,5,0.0,5.0,94.0,3979.0,29.0,68.0,7.0
제이클래식뮤직음악교습소,서울특별시 노원구 동일로 986,37.6185315,127.0762191,19,9,0.0,9.0,8.0,302.0,61.0,46.0,9.0
레오의서재논술교습소,서울특별시 노원구 중계로 158,37.6490587,127.0810337,25,5,0.0,5.0,405.0,57552.0,63.0,51.0,2.0
조은샘수학교습소,서울특별시 노원구 공릉로58길 112,37.6357271,127.0746958,4,2,0.0,2.0,32.0,11544.0,35.0,48.0,2.0
국어의온도학원,서울특별시 노원구 중계로 206,37.6508711,127.077531,40,101,0.0,40.0,468.0,60568.0,65.0,73.0,2.0
문셈사고력수학교습소,서울특별시 노원구 화랑로51길 17,37.6236127,127.0885326,6,9,0.0,6.0,45.0,982.0,14.0,69.0,12.0
로율수학교습소,서울특별시 노원구 동일로 1530,37.665073,127.0580605,25,5,0.0,5.0,99.0,3544.0,26.0,76.0,5.0
이유리무용학원,서울특별시 노원구 한글비석로 474,37.6648566,127.0654725,76,49,0.0,49.0,66.0,2602.0,33.0,50.0,2.0
이지영어학원,서울특별시 노원구 동일로 1533,37.665345,127.0572197,168,75,0.0,75.0,97.0,3580.0,26.0,67.0,5.0
비비(BB)영어교습소,서울특별시 노원구 동일로 1551,37.6668834,127.0568372,18,6,0.0,6.0,94.0,3978.0,29.0,68.0,7.0
서현경진로진학교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,12,2,0.0,2.0,457.0,59400.0,56.0,64.0,2.0
엘렌아트미술교습소,서울특별시 노원구 마들로 59,37.6212796,127.0676557,16,9,0.0,9.0,21.0,523.0,15.0,36.0,5.0
블랙스미스(BLAVKSMITH)미술학원,서울특별시 노원구 한글비석로 460,37.66447,127.0669577,20,50,0.0,20.0,69.0,2701.0,40.0,43.0,4.0
원탑영어교습소,서울특별시 노원구 동일로 1624,37.6733664,127.0558584,27,9,0.0,9.0,32.0,1791.0,43.0,28.0,14.0
원탑수학교습소,서울특별시 노원구 동일로 1624,37.6733664,127.0558584,12,4,0.0,4.0,32.0,1796.0,43.0,28.0,14.0
더탑수학교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,6,7,0.0,6.0,457.0,59396.0,56.0,64.0,2.0
메리베리영어교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,18,3,0.0,3.0,457.0,59399.0,56.0,64.0,2.0
