학원명,도로명주소,위도,경도,정원합계,일시수용능력인원합계,어린이보호구역여부,인원,근처학원수,근처수강생총합,근처휴게음식점수,근처횡단보도수,사고건수
예랑미술교습소,서울특별시 노원구 누원로 28,37.6875043,127.0544509,33,7,0.0,7.0,9.0,304.0,4.0,3.0,2.0
윤선생우리집앞영어교실월계사슴영어보습학원,서울특별시 노원구 월계로 370,37.6309352,127.061014,24,77,0.0,24.0,11.0,231.0,27.0,27.0,8.0
미대입시에이스미술학원,서울특별시 노원구 노해로 495,37.6551168,127.0631328,35,92,0.0,35.0,124.0,19955.0,104.0,85.0,6.0
오희라바이올린음악교습소,서울특별시 노원구 중계로 197,37.6497527,127.0784681,5,5,0.0,5.0,473.0,60179.0,67.0,54.0,2.0
이상희바이올린음악교습소,서울특별시 노원구 중계로 197,37.6497527,127.0784681,2,5,0.0,2.0,473.0,60182.0,67.0,54.0,2.0
퍼스트바리스타제과제빵학원,서울특별시 노원구 노해로85길 14,37.6560891,127.0652902,200,80,0.0,80.0,94.0,15830.0,97.0,84.0,5.0
언희당국어교육본관학원,서울특별시 노원구 한글비석로 272,37.6517354,127.0775931,48,148,0.0,48.0,467.0,60398.0,62.0,77.0,2.0
메이크잇독서실,서울특별시 노원구 동일로 1596,37.6708653,127.0566743,116,180,0.0,116.0,85.0,3679.0,29.0,42.0,7.0
달봉국어원격학원,서울특별시 노원구 중계로 206,37.6508711,127.077531,59994,9999,0.0,9999.0,468.0,50609.0,65.0,73.0,2.0
베테랑미술학원,서울특별시 노원구 동일로 1352,37.6494079,127.0623309,210,85,0.0,85.0,68.0,5506.0,38.0,29.0,5.0
더민(The Min)수학교습소,서울특별시 노원구 덕릉로73길 28,37.6534321,127.072311,8,5,0.0,5.0,249.0,13781.0,37.0,58.0,0.0
찐영어교습소,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,18,3,0.0,3.0,474.0,60267.0,59.0,66.0,2.0
퍼펙트수학교습소,서울특별시 노원구 석계로 49,37.6185529,127.0625822,12,4,0.0,4.0,33.0,1168.0,38.0,33.0,6.0
아이스크림홈런월계영어교습소,서울특별시 노원구 석계로 49,37.6185529,127.0625822,21,7,0.0,7.0,33.0,1165.0,38.0,33.0,6.0
해를품은달국어학원,서울특별시 노원구 한글비석로 276,37.6518713,127.0777853,205,113,0.0,113.0,462.0,60230.0,65.0,77.0,3.0
국풍온원격학원,서울특별시 노원구 중계로 202,37.6508676,127.077805,109989,9999,0.0,9999.0,468.0,50608.0,65.0,71.0,2.0
조이영어교습소,서울특별시 노원구 공릉로34길 62,37.6234994,127.0831875,15,5,0.0,5.0,88.0,2761.0,44.0,68.0,12.0
해냄수학교습소,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,21,3,0.0,3.0,472.0,60548.0,62.0,78.0,2.0
노원댄스스포츠학원,서울특별시 노원구 한글비석로24길 3,37.6611889,127.0713385,156,60,0.0,60.0,58.0,2303.0,75.0,79.0,9.0
북(Book)적북(Book)적독서논술교습소,서울특별시 노원구 한글비석로 396,37.6614765,127.0728242,5,5,0.0,5.0,66.0,2577.0,67.0,84.0,13.0
글고은독서논술교습소,서울특별시 노원구 한글비석로52길 54,37.6674016,127.0675193,18,3,0.0,3.0,57.0,2127.0,23.0,32.0,2.0
새솔국어논술교습소,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,18,6,0.0,6.0,472.0,60545.0,62.0,78.0,2.0
배수현영어교습소,서울특별시 노원구 노원로1길 9,37.6221921,127.0863931,42,7,0.0,7.0,54.0,1244.0,26.0,70.0,13.0
이-베스트(E-BEST)영어학원,서울특별시 노원구 덕릉로 619,37.6530677,127.0735446,21,74,0.0,21.0,357.0,52385.0,44.0,60.0,0.0
중계레이수학학원,서울특별시 노원구 중계로 160,37.6494322,127.0813431,50,77,0.0,50.0,399.0,57037.0,63.0,51.0,2.0
국공작국어학원,서울특별시 노원구 중계로 197,37.6497527,127.0784681,55,72,0.0,55.0,473.0,60129.0,67.0,54.0,2.0
통액터스아카데미연기학원,서울특별시 노원구 덕릉로127길 25,37.6719593,127.0812497,20,59,0.0,20.0,8.0,262.0,16.0,21.0,5.0
디에이블베이직학원,서울특별시 노원구 덕릉로 704,37.6604391,127.0757326,14,80,0.0,14.0,69.0,2874.0,56.0,81.0,13.0
바른국어논술교습소,서울특별시 노원구 노원로22길 70,37.6468287,127.0728289,64,8,0.0,8.0,187.0,22607.0,26.0,56.0,5.0
유철문수학교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,8,4,0.0,4.0,457.0,59398.0,56.0,64.0,2.0
오렌지사고력센터수학교습소,서울특별시 노원구 덕릉로87길 21,37.6607795,127.0745238,45,9,0.0,9.0,67.0,2702.0,60.0,81.0,13.0
리썸무용학원,서울특별시 노원구 덕릉로87길 21,37.6607795,127.0745238,38,70,0.0,38.0,67.0,2673.0,60.0,81.0,13.0
분석학원,서울특별시 노원구 중계로18길 9,37.6511373,127.077782,31,73,0.0,31.0,467.0,60571.0,65.0,76.0,2.0
중계케이트영어학원,서울특별시 노원구 노원로22길 71,37.6485878,127.0742954,72,136,0.0,72.0,451.0,59162.0,53.0,69.0,4.0
로지코국어교습소,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,6,3,0.0,3.0,474.0,60267.0,59.0,66.0,2.0
코듀정보코딩교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,44,4,0.0,4.0,457.0,59398.0,56.0,64.0,2.0
한수위영어학원,서울특별시 노원구 노원로 257,37.6402604,127.072739,24,87,0.0,24.0,36.0,11990.0,41.0,66.0,6.0
정N왕중국어보습학원,서울특별시 노원구 중계로 219,37.6504923,127.0756701,180,77,0.0,77.0,481.0,60055.0,57.0,72.0,2.0
스카이(SKY)미래연3관학원,서울특별시 노원구 중계로 206,37.6508711,127.077531,90,105,0.0,90.0,468.0,60518.0,65.0,73.0,2.0
수학의시작수학교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,6,3,0.0,3.0,457.0,59399.0,56.0,64.0,2.0
프리탑영어교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,6,3,0.0,3.0,457.0,59399.0,56.0,64.0,2.0
나우학원,서울특별시 노원구 한글비석로 409,37.6611267,127.070846,136,69,0.0,69.0,58.0,2091.0,78.0,72.0,9.0
연쌤수학교습소,서울특별시 노원구 동일로241길 53,37.6773841,127.0531484,63,9,0.0,9.0,35.0,1016.0,46.0,12.0,7.0
사다리미술교습소,서울특별시 노원구 노원로22길 70,37.6468287,127.0728289,8,8,0.0,8.0,187.0,22607.0,26.0,56.0,5.0
오하운폴댄스학원,서울특별시 노원구 상계로1길 14-11,37.6570026,127.0618733,390,85,0.0,85.0,105.0,18992.0,91.0,88.0,6.0
수학플러스학원,서울특별시 노원구 노원로 257,37.6402604,127.072739,50,100,0.0,50.0,36.0,11964.0,41.0,66.0,6.0
뿌탄스마트해법수학학원,서울특별시 노원구 노원로34길 58,37.6614315,127.0659371,120,74,0.0,74.0,97.0,3817.0,60.0,67.0,3.0
제이와이(JY)공감영어교습소,서울특별시 노원구 중계로 198,37.6519314,127.0795434,32,4,0.0,4.0,384.0,55103.0,60.0,50.0,3.0
플라톤상계독서논술교습소,서울특별시 노원구 덕릉로 780,37.6669564,127.0796885,70,5,0.0,5.0,27.0,792.0,22.0,36.0,8.0
리드앤리드(Read&Lead)영어리딩학원,서울특별시 노원구 덕릉로 669,37.6573787,127.074582,420,80,0.0,80.0,84.0,4597.0,50.0,76.0,7.0
바꿈수학교습소,서울특별시 노원구 동일로204가길 34,37.6407489,127.0682363,30,5,0.0,5.0,52.0,2002.0,44.0,95.0,10.0
캔디영어교습소,서울특별시 노원구 화랑로51길 17,37.6236127,127.0885326,10,5,0.0,5.0,45.0,983.0,14.0,69.0,12.0
수학생각수학교습소,서울특별시 노원구 동일로 1545,37.6663796,127.0569683,8,4,0.0,4.0,91.0,3668.0,27.0,58.0,5.0
꼼꼼한수학교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,18,6,0.0,6.0,474.0,60233.0,57.0,74.0,2.0
박신아수학교습소,서울특별시 노원구 공릉로38길 19,37.6232826,127.0805548,45,8,0.0,8.0,75.0,2832.0,71.0,39.0,4.0
중계리딩비영어독서학원,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,60,71,0.0,60.0,457.0,59342.0,56.0,64.0,2.0
오름수학교습소,서울특별시 노원구 덕릉로 459-37,37.6467584,127.0595441,60,4,0.0,4.0,46.0,1804.0,20.0,36.0,5.0
로제타스톤영어교실월계점영어교습소,서울특별시 노원구 마들로 59,37.6212796,127.0676557,18,9,0.0,9.0,21.0,523.0,15.0,36.0,5.0
손쌤국어교습소,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,6,3,0.0,3.0,451.0,59231.0,53.0,69.0,4.0
시아영어교습소,서울특별시 노원구 공릉로58길 80,37.6354467,127.0728368,12,4,0.0,4.0,34.0,11431.0,44.0,76.0,4.0
정국어논술교습소,서울특별시 노원구 상계로1길 74,37.6594056,127.0615269,12,3,0.0,3.0,80.0,14629.0,60.0,70.0,4.0
엘뷰티이용미용학원,서울특별시 노원구 공릉로 187,37.626444,127.0788963,390,159,0.0,159.0,60.0,2758.0,60.0,42.0,3.0
모아미술교습소,서울특별시 노원구 동일로 1551,37.6668834,127.0568372,27,9,0.0,9.0,94.0,3975.0,29.0,68.0,7.0
알콘멘토수학교습소,서울특별시 노원구 덕릉로94가길 20,37.663117,127.0785759,28,4,0.0,4.0,33.0,1249.0,26.0,50.0,9.0
탄탄수학교습소,서울특별시 노원구 덕릉로126길 12,37.6703392,127.0821145,9,3,0.0,3.0,17.0,443.0,21.0,24.0,5.0
니콜영어교습소,서울특별시 노원구 공릉로34길 62,37.6234994,127.0831875,10,5,0.0,5.0,88.0,2761.0,44.0,68.0,12.0
영가스파르타센터노원독서실,서울특별시 노원구 동일로217가길 17,37.6533517,127.0593947,206,162,0.0,162.0,80.0,7082.0,81.0,60.0,6.0
이태민바이올린교습소,서울특별시 노원구 동일로204가길 34,37.6407489,127.0682363,6,3,0.0,3.0,52.0,2004.0,44.0,95.0,10.0
수학세상수학교습소,서울특별시 노원구 광운로2가길 23,37.6181778,127.0592496,9,3,0.0,3.0,32.0,1153.0,30.0,27.0,7.0
확신학원,서울특별시 노원구 상계로 110,37.6572178,127.0672477,70,73,0.0,70.0,65.0,14239.0,86.0,59.0,3.0
스마트해법영어공릉영어교습소,서울특별시 노원구 공릉로46길 23,37.6280883,127.0803087,3,3,0.0,3.0,33.0,1692.0,49.0,46.0,1.0
채움수학교습소,서울특별시 노원구 덕릉로 780,37.6669564,127.0796885,45,5,0.0,5.0,27.0,792.0,22.0,36.0,8.0
하이원과학교습소,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,4,2,0.0,2.0,451.0,59232.0,53.0,69.0,4.0
아띠아띠미술교습소,서울특별시 노원구 동일로 1280,37.6427206,127.0665677,24,3,0.0,3.0,30.0,862.0,37.0,96.0,10.0
영어종결센터월계학원,서울특별시 노원구 석계로9길 25,37.6169499,127.062945,18,70,0.0,18.0,29.0,919.0,23.0,12.0,6.0
이화라인발레2관학원,서울특별시 노원구 한글비석로 460,37.66447,127.0669577,111,60,0.0,60.0,69.0,2661.0,40.0,43.0,4.0
위즈펫애견미용학원,서울특별시 노원구 동일로217가길 27,37.6532269,127.0588327,90,10,0.0,10.0,78.0,7007.0,73.0,60.0,6.0
오성수학학원,서울특별시 노원구 중계로12가길 29,37.6483323,127.0829105,16,67,0.0,16.0,72.0,3007.0,29.0,30.0,0.0
마크영어학원,서울특별시 노원구 섬밭로 263,37.6387852,127.0624881,90,77,0.0,77.0,53.0,2664.0,22.0,54.0,1.0
비더원고등영어교습소,서울특별시 노원구 상계로1길 74,37.6594056,127.0615269,32,8,0.0,8.0,80.0,14624.0,60.0,70.0,4.0
오늘수학교습소,서울특별시 노원구 동일로 1550,37.6669174,127.0575806,40,5,0.0,5.0,94.0,3979.0,29.0,67.0,5.0
지나첼로교습소,서울특별시 노원구 한글비석로 474,37.6648566,127.0654725,30,5,0.0,5.0,66.0,2646.0,33.0,50.0,2.0
개념원리수학교습소,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,30,6,0.0,6.0,451.0,59228.0,53.0,69.0,4.0
미라클영어교습소,서울특별시 노원구 노원로 58,37.6266495,127.0873143,9,3,0.0,3.0,29.0,442.0,17.0,61.0,3.0
로제타스톤노원제1캠퍼스어학원,서울특별시 노원구 동일로213길 78,37.6481378,127.0575649,450,171,0.0,171.0,49.0,2059.0,15.0,19.0,3.0
이건우음악교습소,서울특별시 노원구 노원로16길 15,37.6427975,127.0743507,2,2,0.0,2.0,41.0,12039.0,17.0,36.0,4.0
에이엔씨(AnC)영어교습소,서울특별시 노원구 공릉로34길 62,37.6234994,127.0831875,30,6,0.0,6.0,88.0,2760.0,44.0,68.0,12.0
드림하이영어교습소,서울특별시 노원구 노원로1길 21,37.6214487,127.0851487,45,5,0.0,5.0,58.0,1389.0,29.0,51.0,12.0
리에또음악교습소,서울특별시 노원구 마들로 59,37.6212796,127.0676557,54,9,0.0,9.0,21.0,523.0,15.0,36.0,5.0
더피아노교습소,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,1,5,0.0,1.0,451.0,59233.0,53.0,69.0,4.0
더(The)채움학원,서울특별시 노원구 수락산로 9,37.6640361,127.0745947,112,105,0.0,105.0,36.0,1224.0,43.0,72.0,12.0
하울뮤직음악교습소,서울특별시 노원구 공릉로38길 21,37.6232758,127.0806753,83,9,0.0,9.0,75.0,2831.0,67.0,39.0,4.0
유형기수학교습소,서울특별시 노원구 동일로 1551,37.6668834,127.0568372,63,9,0.0,9.0,94.0,3975.0,29.0,68.0,7.0
고리수학교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,6,3,0.0,3.0,457.0,59399.0,56.0,64.0,2.0
리드과학교습소,서울특별시 노원구 한글비석로54길 116,37.6683107,127.0604105,9,3,0.0,3.0,73.0,3403.0,23.0,60.0,4.0
잇올스파르타노원중계2관리형프리미엄독서실,서울특별시 노원구 한글비석로 231,37.6482011,127.0762923,276,151,0.0,151.0,440.0,58880.0,52.0,68.0,2.0
에듀플렉스에듀코치개별지도하계학원,서울특별시 노원구 동일로204가길 34,37.6407489,127.0682363,550,92,0.0,92.0,52.0,1915.0,44.0,95.0,10.0
오투오쌤과학교습소,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,16,8,0.0,8.0,474.0,60262.0,59.0,66.0,2.0
썬수학교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,6,3,0.0,3.0,457.0,59399.0,56.0,64.0,2.0
에스비에스(SBS)아카데미컴퓨터아트학원,서울특별시 노원구 노해로83길 21,37.6561885,127.0640094,3355,197,0.0,197.0,107.0,18507.0,99.0,81.0,7.0
학림제5학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,2000,166,0.0,166.0,466.0,59446.0,57.0,63.0,3.0
매스타트수학학원,서울특별시 노원구 중계로16길 30,37.6510109,127.0821138,105,113,0.0,105.0,287.0,37821.0,50.0,40.0,0.0
은사수와식학원,서울특별시 노원구 한글비석로 250,37.6499887,127.0770075,209,230,0.0,209.0,478.0,60529.0,62.0,68.0,2.0
라플라스(laplace)수학학원,서울특별시 노원구 한글비석로50길 22,37.6653593,127.0669738,180,71,0.0,71.0,66.0,2580.0,33.0,39.0,4.0
디아크잉글리시학원,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,45,77,0.0,45.0,457.0,59357.0,56.0,64.0,2.0
책나무중계독서교습소,서울특별시 노원구 중계로 225,37.6498272,127.0743318,48,8,0.0,8.0,466.0,59604.0,57.0,63.0,3.0
최광웅국어교습소,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,21,7,0.0,7.0,474.0,60263.0,59.0,66.0,2.0
독공학원,서울특별시 노원구 한글비석로52길 20,37.6654037,127.066544,330,130,0.0,130.0,66.0,2521.0,31.0,47.0,2.0
아트와미술교습소,서울특별시 노원구 덕릉로79길 35,37.6561809,127.0729456,36,9,0.0,9.0,90.0,5282.0,51.0,68.0,6.0
이룸수학교습소,서울특별시 노원구 동일로 1279,37.642026,127.0641086,12,6,0.0,6.0,37.0,1023.0,35.0,98.0,7.0
케이트잉글리쉬가든영어교습소,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,81,9,0.0,9.0,472.0,60542.0,62.0,78.0,2.0
어뉴영어교습소,서울특별시 노원구 공릉로38길 58,37.6224705,127.0824813,54,9,0.0,9.0,72.0,2476.0,48.0,54.0,12.0
크리스티ENM(이앤엠)영어수학학원,서울특별시 노원구 동일로245길 162,37.6815167,127.0538446,72,74,0.0,72.0,22.0,405.0,21.0,20.0,7.0
혜다국어논술교습소,서울특별시 노원구 한글비석로 474,37.6648566,127.0654725,56,7,0.0,7.0,66.0,2644.0,33.0,50.0,2.0
스마트해법수학마들수학교습소,서울특별시 노원구 동일로 1549,37.6667157,127.0568809,18,6,0.0,6.0,94.0,3978.0,29.0,67.0,5.0
메타포스학원,서울특별시 노원구 중계로 225,37.6498272,127.0743318,336,75,0.0,75.0,466.0,59537.0,57.0,63.0,3.0
원스잉글리쉬(Won`s English)영어교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,49,7,0.0,7.0,457.0,59395.0,56.0,64.0,2.0
뉴퍼펙트수학교습소,서울특별시 노원구 동일로243길 10,37.6785809,127.054692,8,4,0.0,4.0,33.0,879.0,42.0,17.0,6.0
클랑음악학원,서울특별시 노원구 중계로12가길 2,37.6473163,127.0821096,100,46,0.0,46.0,109.0,4921.0,28.0,35.0,2.0
아소비키즈잉글리쉬(KIDS ENGLISH)학원,서울특별시 노원구 동일로227길 26,37.6687829,127.0537253,86,67,0.0,67.0,65.0,3232.0,24.0,35.0,5.0
영어의바다송쌤영어교습소,서울특별시 노원구 한글비석로 269,37.6517301,127.0767968,24,9,0.0,9.0,474.0,60230.0,57.0,74.0,2.0
책나무글꽃학원,서울특별시 노원구 동일로203가길 29,37.6399359,127.0642574,32,73,0.0,32.0,61.0,2903.0,40.0,75.0,6.0
웅진씽크빅학습센터공릉학원,서울특별시 노원구 동일로 1053,37.6240241,127.0731581,88,97,0.0,88.0,29.0,11434.0,57.0,39.0,8.0
아자!수학교습소,서울특별시 노원구 동일로191가길 9,37.6254863,127.0712405,15,3,0.0,3.0,29.0,11408.0,39.0,62.0,5.0
미디어에듀컴퓨터교습소,서울특별시 노원구 덕릉로 669,37.6573787,127.074582,90,6,0.0,6.0,84.0,4671.0,50.0,76.0,7.0
퍼스트아카데미(바리스타/제과제빵)학원,서울특별시 노원구 노해로85길 14,37.6560891,127.0652902,423,92,0.0,92.0,94.0,15818.0,97.0,84.0,5.0
준스잉글리쉬영어교습소,서울특별시 노원구 동일로242라길 9,37.6761423,127.0571793,15,5,0.0,5.0,23.0,956.0,46.0,6.0,11.0
펀!펀!플레이팩토수학교습소,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,3,3,0.0,3.0,457.0,59399.0,56.0,64.0,2.0
글로벌스피치학원,서울특별시 노원구 화랑로 337,37.6152839,127.0651295,81,47,0.0,47.0,40.0,1357.0,18.0,12.0,2.0
수학의중심학원,서울특별시 노원구 중계로 202,37.6508676,127.077805,80,75,0.0,75.0,468.0,60532.0,65.0,71.0,2.0
언희당국어교육2관학원,서울특별시 노원구 중계로 202,37.6508676,127.077805,58,91,0.0,58.0,468.0,60549.0,65.0,71.0,2.0
최상위수학학원,서울특별시 노원구 덕릉로 459-47,37.6472467,127.0595377,136,71,0.0,71.0,50.0,2184.0,21.0,36.0,5.0
첼로의하루음악교습소,서울특별시 노원구 노원로22길 77,37.6485878,127.0742954,3,3,0.0,3.0,451.0,59231.0,53.0,69.0,4.0
이투스247노원학원,서울특별시 노원구 상계로1길 34,37.6575767,127.0618254,190,208,0.0,190.0,98.0,18042.0,82.0,91.0,6.0
홍수학교습소,서울특별시 노원구 노원로30길 60,37.6554579,127.0703282,24,8,0.0,8.0,97.0,5735.0,47.0,68.0,3.0
쨈(ZZEM)과학교습소,서울특별시 노원구 한글비석로 250,37.6499887,127.0770075,20,5,0.0,5.0,478.0,60733.0,62.0,68.0,2.0
펀펀잉글리쉬영어교습소,서울특별시 노원구 한글비석로15길 48,37.6562734,127.0734915,16,4,0.0,4.0,90.0,5287.0,49.0,66.0,5.0
로보티즈노원학원,서울특별시 노원구 덕릉로 669,37.6573787,127.074582,120,52,0.0,52.0,84.0,4625.0,50.0,76.0,7.0
PMPEDU외대HS어학원,서울특별시 노원구 공릉로 154-5,37.6238095,127.0798275,192,169,0.0,169.0,75.0,2712.0,76.0,34.0,3.0
뮤엠영어하계점영어교습소,서울특별시 노원구 섬밭로 258,37.6388263,127.0647546,24,8,0.0,8.0,61.0,2927.0,41.0,87.0,7.0
너수학잘하고싶니학원,서울특별시 노원구 동일로 1636,37.6744018,127.0556148,70,73,0.0,70.0,36.0,1796.0,46.0,27.0,15.0
강북메가스터디독서실,서울특별시 노원구 노해로 459,37.6542638,127.0590018,1338,592,0.0,592.0,87.0,8052.0,85.0,63.0,6.0
SBS아카데미게임학원,서울특별시 노원구 노해로 459,37.6542638,127.0590018,6572,161,0.0,161.0,87.0,8483.0,85.0,63.0,6.0
트윈스잉글리쉬영어교습소,서울특별시 노원구 덕릉로 730,37.6632116,127.0771559,35,5,0.0,5.0,43.0,1312.0,37.0,53.0,9.0
튼튼영어마스터클럽중계분원영어교습소,서울특별시 노원구 중계로12가길 2,37.6473163,127.0821096,54,9,0.0,9.0,109.0,4958.0,28.0,35.0,2.0
그린섬미술학원,서울특별시 노원구 동일로 1419,37.6553063,127.0598512,80,67,0.0,67.0,93.0,18707.0,92.0,69.0,6.0
글로리영어학원,서울특별시 노원구 동일로 1547,37.666557,127.0569221,69,71,0.0,69.0,94.0,3915.0,27.0,61.0,5.0
매쓰잇수학학원,서울특별시 노원구 동일로213길 78,37.6481378,127.0575649,96,88,0.0,88.0,49.0,2142.0,15.0,19.0,3.0
우다함어학원,서울특별시 노원구 공릉로34길 4,37.622212,127.0795497,45,158,0.0,45.0,59.0,2372.0,78.0,40.0,12.0
이다미술학원,서울특별시 노원구 노원로 3,37.6219864,127.0866205,700,71,0.0,71.0,51.0,1133.0,23.0,66.0,13.0
눈높이러닝센터월계학원,서울특별시 노원구 마들로 31,37.6178025,127.0685682,1164,85,0.0,85.0,28.0,730.0,23.0,30.0,1.0
온영어교습소,서울특별시 노원구 덕릉로 459-47,37.6472467,127.0595377,60,5,0.0,5.0,50.0,2250.0,21.0,36.0,5.0
The오르고학원,서울특별시 노원구 한글비석로 273,37.6521755,127.0771914,48,78,0.0,48.0,480.0,60465.0,58.0,74.0,3.0
좋은그림미술학원,서울특별시 노원구 중계로 162-11,37.6497854,127.0813006,24,52,0.0,24.0,399.0,57063.0,63.0,54.0,2.0
제이킴스잉글리쉬영어교습소,서울특별시 노원구 화랑로 556,37.6210784,127.0885654,70,5,0.0,5.0,31.0,921.0,18.0,63.0,13.0
아트앤나미술교습소,서울특별시 노원구 중계로 140,37.6470263,127.0812771,24,4,0.0,4.0,179.0,13740.0,38.0,40.0,2.0
더차오름수학교습소,서울특별시 노원구 한글비석로 242,37.6493084,127.0769639,18,3,0.0,3.0,474.0,60267.0,59.0,66.0,2.0
스마트해법영어교습소,서울특별시 노원구 공릉로59길 15,37.6331962,127.0710597,24,8,0.0,8.0,25.0,765.0,28.0,102.0,8.0
국어의얼학원,서울특별시 노원구 중계로 166,37.649898,127.081201,45,72,0.0,45.0,420.0,58381.0,64.0,54.0,2.0
선화그리다미술학원,서울특별시 노원구 동일로216길 70,37.6521365,127.0654852,28,40,0.0,28.0,84.0,16611.0,73.0,63.0,4.0
네이처과학교습소,서울특별시 노원구 광운로 17-11,37.6195104,127.0572665,40,8,0.0,8.0,25.0,716.0,29.0,27.0,1.0
썬에듀수학교습소,서울특별시 노원구 월계로45길 28,37.6269404,127.0512537,25,5,0.0,5.0,10.0,440.0,7.0,47.0,3.0
생각하는과학교습소,서울특별시 노원구 노원로1나길 15,37.6215403,127.0824257,30,5,0.0,5.0,64.0,2355.0,49.0,57.0,14.0
별빛음악학원,서울특별시 노원구 한글비석로48길 13,37.6648822,127.0670428,330,40,0.0,40.0,66.0,2611.0,35.0,41.0,4.0
요리수창의수학교습소,서울특별시 노원구 중계로12가길 2,37.6473163,127.0821096,12,6,0.0,6.0,109.0,4961.0,28.0,35.0,2.0
국어선언문국어교습소,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,9,9,0.0,9.0,472.0,60542.0,62.0,78.0,2.0
비앤비(BnB)수학교습소,서울특별시 노원구 한글비석로 264,37.6509746,127.0771635,162,9,0.0,9.0,472.0,60542.0,62.0,78.0,2.0
코리아코딩아카데미학원,서울특별시 노원구 상계로1길 34,37.6575767,127.0618254,784,46,0.0,46.0,98.0,18186.0,82.0,91.0,6.0
코리아IT아카데미학원,서울특별시 노원구 상계로1길 34,37.6575767,127.0618254,2324,248,0.0,248.0,98.0,17984.0,82.0,91.0,6.0
아이미마인영어교습소,서울특별시 노원구 덕릉로82길 25,37.6584511,127.0766999,24,6,0.0,6.0,62.0,4261.0,36.0,74.0,8.0
잇올스파르타노원중계2독학재수학원,서울특별시 노원구 한글비석로 231,37.6482011,127.0762923,150,70,0.0,70.0,440.0,58961.0,52.0,68.0,2.0
잇올스파르타노원중계3독학재수학원,서울특별시 노원구 한글비석로 270,37.6515579,127.077432,101,191,0.0,101.0,483.0,60482.0,62.0,77.0,2.0
뮤엠영어(용원초점)리즈영어교습소,서울특별시 노원구 섬밭로 152,37.6302736,127.0694304,36,6,0.0,6.0,38.0,1355.0,16.0,71.0,8.0
혜람국어논술학원,서울특별시 노원구 한글비석로 281,37.6528843,127.0777274,32,70,0.0,32.0,380.0,53603.0,54.0,73.0,4.0
중계지엠에스수학과학학원,서울특별시 노원구 한글비석로 232,37.6483769,127.0769291,190,108,0.0,108.0,457.0,59294.0,56.0,64.0,2.0
윤선생상계상수영어교습소,서울특별시 노원구 동일로216길 70,37.6521365,127.0654852,16,4,0.0,4.0,84.0,16635.0,73.0,63.0,4.0
올리드학원,서울특별시 노원구 노원로28길 73,37.6550087,127.0709305,96,70,0.0,70.0,98.0,5453.0,41.0,72.0,5.0
아이브레인수학교습소,서울특별시 노원구 중계로 225,37.6498272,127.0743318,5,5,0.0,5.0,466.0,59607.0,57.0,63.0,3.0
로고스멘토학원,서울특별시 노원구 노해로 452,37.6534875,127.0584277,40,75,0.0,40.0,77.0,6971.0,74.0,60.0,6.0
뭉게구름있는날미술학원,서울특별시 노원구 노원로 547,37.6607248,127.0569722,54,53,0.0,53.0,61.0,1649.0,11.0,65.0,4.0
이층미술학원,서울특별시 노원구 한글비석로20길 61,37.6617483,127.0749025,80,56,0.0,56.0,59.0,2376.0,54.0,84.0,14.0
노원애견미용학원,서울특별시 노원구 상계로7길 23,37.6577048,127.0647175,40,51,0.0,40.0,92.0,15263.0,91.0,79.0,6.0
탑스카이학원,서울특별시 노원구 동일로 1639-6,37.6748028,127.0547274,90,82,0.0,82.0,37.0,1925.0,51.0,20.0,13.0
에듀코치개별지도공릉학원,서울특별시 노원구 공릉로46길 6,37.6268785,127.079495,690,91,0.0,91.0,64.0,2656.0,55.0,46.0,3.0
주디쌤영어교습소,서울특별시 노원구 한글비석로 444,37.6636731,127.0685418,12,3,0.0,3.0,85.0,3095.0,56.0,48.0,3.0
생각나무보습학원,서울특별시 노원구 한글비석로15길 19,37.6573004,127.0742447,165,90,0.0,90.0,84.0,4587.0,51.0,79.0,7.0
