,Unnamed: 0,도로명주소,업태구분명,좌표
748,748,"서울특별시 광진구 아차산로 262, 지1층 69호 (자양동, 더샵스타시티 판매영업동 )",과자점,"37.538847, 127.0919729"
749,749,"서울특별시 광진구 능동로 216, 3층 (능동, 어린이대공원 꿈마루)",일반조리판매,"37.5340314, 127.0678046"
750,750,"서울특별시 광진구 능동로 216, 지하1층 (능동, 어린이대공원 꿈마루)",커피숍,"37.5340314, 127.0678046"
751,751,"서울특별시 광진구 능동로38길 17, 1층 (중곡동)",일반조리판매,"37.5575811, 127.08085120531055"
752,752,"서울특별시 광진구 아차산로 607, 1층,2층 (광장동)",커피숍,"37.538847, 127.0919729"
753,753,"서울특별시 광진구 뚝섬로 599, 1층 (자양동)",일반조리판매,"37.53347, 127.0883"
754,754,"서울특별시 광진구 긴고랑로22길 30, 1층 (중곡동)",일반조리판매,"37.5606438, 127.0842583"
755,755,"서울특별시 광진구 능동로17길 39, 1층 (화양동)",커피숍,"37.5467359, 127.0715085"
756,756,"서울특별시 광진구 능동로 92, 지층 (자양동)",일반조리판매,"37.538956049999996, 127.07142585170553"
757,757,"서울특별시 광진구 능동로38길 23, 1층 (중곡동)",커피숍,"37.55743925, 127.0812674"
758,758,"서울특별시 광진구 아차산로 395, 1층 112호 (구의동)",커피숍,"37.538847, 127.0919729"
759,759,"서울특별시 광진구 뚝섬로36길 63, 1층 (자양동)",일반조리판매,"37.5332843, 127.0711738"
760,760,"서울특별시 광진구 자양로11길 11-1, 1층 (자양동)",일반조리판매,"37.5338846, 127.0824421"
761,761,"서울특별시 광진구 천호대로115길 9, 1층 (중곡동)",편의점,"37.5564431, 127.0835668"
762,762,"서울특별시 광진구 광나루로 396, 1,2층 (화양동)",패스트푸드,"37.54006, 127.09724"
763,763,"서울특별시 광진구 긴고랑로7길 79, 1층 (중곡동)",일반조리판매,"37.5668204, 127.0809769"
764,764,"서울특별시 광진구 용마산로 112, 1층 (중곡동)",일반조리판매,"37.5678699, 127.0861846"
765,765,"서울특별시 광진구 천호대로 549, 1층 (중곡동)",일반조리판매,"37.5534728, 127.0884141"
766,766,"서울특별시 광진구 능동로 92, 지하1층 (자양동, 롯데백화점 건대스타시티점)",백화점,"37.538956049999996, 127.07142585170553"
767,767,"서울특별시 광진구 뚝섬로 644, 1층 (자양동)",일반조리판매,"37.53347, 127.0883"
768,768,"서울특별시 광진구 뚝섬로52라길 69, 1층 (자양동)",커피숍,"37.5291933, 127.0813103"
769,769,"서울특별시 광진구 아차산로 403-6, 1층 (구의동)",커피숍,"37.538847, 127.0919729"
771,771,"서울특별시 광진구 광장로 66-1, 1층 (광장동)",일반조리판매,"37.5473486, 127.1041974"
772,772,"서울특별시 광진구 광나루로38길 5, 1층 101호 (구의동, 퍼시픽 하이츠)",커피숍,"37.5431522, 127.0878508"
773,773,"서울특별시 광진구 구의강변로 106, 지층 106호 (구의동)",일반조리판매,"37.53552, 127.09211"
774,774,"서울특별시 광진구 광나루로16길 30, 1층 (화양동)",일반조리판매,"37.546867, 127.0692023"
775,775,"서울특별시 광진구 뚝섬로36길 15, 1층 (자양동)",일반조리판매,"37.5332843, 127.0711738"
776,776,"서울특별시 광진구 광나루로56길 85, 지2층 (구의동)",일반조리판매,"37.5349372, 127.0957088"
777,777,"서울특별시 광진구 동일로 278, 1층 (군자동)",커피숍,"37.5393636, 127.0624104"
778,778,"서울특별시 광진구 자양로28길 12, 1층 (구의동)",일반조리판매,"37.541602, 127.0888944"
779,779,"서울특별시 광진구 자양로23길 78, 1층 (구의동)",편의점,"37.5423228, 127.0831644"
780,780,"서울특별시 광진구 자양로26길 15-1, 1층 (구의동)",일반조리판매,"37.5410325, 127.086969"
781,781,"서울특별시 광진구 자양로 203-1, 1층 (구의동)",커피숍,"37.5446744, 127.0850192"
782,782,"서울특별시 광진구 능동로13길 73, 1층 (화양동)",커피숍,"37.54449, 127.0694089"
783,783,"서울특별시 광진구 아차산로40길 56, 1층 101호 (자양동, 드림빌라)",일반조리판매,"37.5363051, 127.0781832"
784,784,"서울특별시 광진구 아차산로30길 17, 1층 (자양동)",패스트푸드,"37.539866, 127.0674768"
785,785,"서울특별시 광진구 뚝섬로 587, 3층 (자양동)",일반조리판매,"37.5334098, 127.0755591"
786,786,"서울특별시 광진구 자양로13길 82, 1층 (자양동)",커피숍,"37.5329309, 127.0804176"
787,787,"서울특별시 광진구 동일로18길 11, 1층 (자양동)",편의점,"37.5390686, 127.0661496"
788,788,"서울특별시 광진구 광나루로56길 85, 8층 A-45호 (구의동, 테크노마트)",커피숍,"37.5349372, 127.0957088"
789,789,"서울특별시 광진구 천호대로 568, 1층 (능동)",커피숍,"37.5534728, 127.0884141"
790,790,"서울특별시 광진구 영화사로 96, 1층 (구의동)",일반조리판매,"37.5525116, 127.0995989"
791,791,"서울특별시 광진구 자양로15길 93, 1층 (자양동)",일반조리판매,"37.5340385, 127.0783474"
792,792,"서울특별시 광진구 능동로13길 39, 1층 (화양동)",일반조리판매,"37.543819, 127.0698061"
793,793,"서울특별시 광진구 광나루로 430, 1층 (화양동)",커피숍,"37.54006, 127.09724"
794,794,"서울특별시 광진구 광나루로 404, 3층 (화양동)",커피숍,"37.54006, 127.09724"
795,795,"서울특별시 광진구 광장로 53, 101호 (광장동)",전통찻집,"37.5473486, 127.1041974"
796,796,"서울특별시 광진구 용마산로8길 81, 지하2층 (중곡동)",커피숍,"37.5596288, 127.0890954"
797,797,"서울특별시 광진구 강변역로4길 10, 1층 101호 (구의동, 강변역지너스타워)",일반조리판매,"37.53441, 127.09268"
798,798,"서울특별시 광진구 면목로 161, 지층 (중곡동)",일반조리판매,"37.5671595, 127.0819519"
799,799,"서울특별시 광진구 동일로 212, 지하1층 (군자동)",일반조리판매,"37.5393636, 127.0624104"
800,800,"서울특별시 광진구 광나루로 447, 1층 (능동)",일반조리판매,"37.54006, 127.09724"
801,801,"서울특별시 광진구 아차산로 450, 1층 (구의동, 롯데슈퍼)",패스트푸드,"37.538847, 127.0919729"
802,802,"서울특별시 광진구 천호대로109길 10, 1층 (중곡동)",편의점,"37.5572961, 127.0811367"
803,803,"서울특별시 광진구 동일로20길 67, 1층 (자양동)",일반조리판매,"37.5405118, 127.0668855"
804,804,"서울특별시 광진구 아차산로 229, 202호 (화양동, 한림타워)",커피숍,"37.538847, 127.0919729"
805,805,"서울특별시 광진구 능동로49길 18, 1층 (중곡동)",커피숍,"37.5646595, 127.082065"
806,806,"서울특별시 광진구 광나루로56길 85, 9층 30호 (구의동, 테크노마트21)",편의점,"37.5349372, 127.0957088"
807,807,"서울특별시 광진구 아차산로78길 165, 1층 (광장동)",커피숍,"37.5478992, 127.10863"
808,808,"서울특별시 광진구 구천면로 20, 1층 (광장동)",커피숍,"37.5457518, 127.1079984"
810,810,"서울특별시 광진구 뚝섬로52라길 56-1, 1층 (자양동)",편의점,"37.5291933, 127.0813103"
812,812,"서울특별시 광진구 군자로 155, 1층 (군자동)",커피숍,"37.5433395, 127.071636"
813,813,"서울특별시 광진구 동일로38길 11, 1층 (군자동)",일반조리판매,"37.5514729, 127.070474"
814,814,"서울특별시 광진구 자양로26길 31, 1층 (구의동)",커피숍,"37.5410325, 127.086969"
815,815,"서울특별시 광진구 아차산로39길 29, 1층 (자양동)",커피숍,"37.5390091, 127.0756831"
816,816,"서울특별시 광진구 광나루로56길 63, 118호 (구의동, 프라자)",기타 휴게음식점,"37.53781, 127.09669"
817,817,"서울특별시 광진구 능동로 141, 지하1층 (화양동)",기타 휴게음식점,"37.5340314, 127.0678046"
818,818,"서울특별시 광진구 능동로 120-1, 5층 (화양동)",커피숍,"37.540619750000005, 127.07231766310619"
819,819,"서울특별시 광진구 능동로36길 53, 1층 (능동)",전통찻집,"37.5565026, 127.0790563"
820,820,"서울특별시 광진구 아차산로 229, 104,106,107,108호 (화양동)",커피숍,"37.538847, 127.0919729"
821,821,"서울특별시 광진구 면목로 114, 1층 (중곡동)",기타 휴게음식점,"37.5671595, 127.0819519"
822,822,"서울특별시 광진구 용마산로3길 38, 1층 (중곡동)",커피숍,"37.5561306, 127.08601672295758"
824,824,"서울특별시 광진구 자양로26길 48, 1층 (구의동)",커피숍,"37.5410325, 127.086969"
825,825,"서울특별시 광진구 구의강변로 47, 1층 (구의동)",커피숍,"37.5368678, 127.0929112"
826,826,"서울특별시 광진구 능동로 92, 지하1층 (자양동, 판매시설동)",패스트푸드,"37.538956049999996, 127.07142585170553"
827,827,"서울특별시 광진구 능동로 31, 1층 (자양동)",일반조리판매,"37.5340314, 127.0678046"
828,828,"서울특별시 광진구 천호대로 560, 지하층 (능동, 7호선군자역(4호점))",철도역구내,"37.5534728, 127.0884141"
829,829,"서울특별시 광진구 자양로 328, 1층 (구의동)",커피숍,"37.5287142, 127.0883594"
830,830,"서울특별시 광진구 구의강변로 88-1, 1층 101호 (구의동, 혜강빌딩)",커피숍,"37.53552, 127.09211"
831,831,"서울특별시 광진구 광나루로 390, 2층 (화양동)",커피숍,"37.54006, 127.09724"
832,832,"서울특별시 광진구 능동로13길 39, 2층 (화양동, 한아름쇼핑센터)",기타 휴게음식점,"37.543819, 127.0698061"
834,834,"서울특별시 광진구 자양번영로 34, 1층 104호,105호 (자양동, 제이원하이텔)",커피숍,"37.529737, 127.0746347"
835,835,"서울특별시 광진구 아차산로26길 19, 1층 (자양동)",커피숍,"37.5401872, 127.0657996"
836,836,"서울특별시 광진구 능동로 272, 1층 (능동)",커피숍,"37.5340314, 127.0678046"
837,837,"서울특별시 광진구 아차산로 229, 지하층 101호 (화양동, 한림타워)",커피숍,"37.538847, 127.0919729"
838,838,"서울특별시 광진구 긴고랑로 130, 지하층 (중곡동)",커피숍,"37.56369, 127.0782554"
839,839,"서울특별시 광진구 천호대로 548, 1,2층 (군자동)",커피숍,"37.5534728, 127.0884141"
840,840,"서울특별시 광진구 아차산로 224, 1층 (자양동)",커피숍,"37.538847, 127.0919729"
841,841,"서울특별시 광진구 천호대로 548, 1층,2층 (군자동)",패스트푸드,"37.5534728, 127.0884141"
842,842,"서울특별시 광진구 아차산로 549, 1017동 106호 (광장동, 광장현대파크빌상가동)",커피숍,"37.543909049999996, 127.10137487386176"
843,843,"서울특별시 광진구 천호대로124길 28, 2층 (능동)",전통찻집,"37.5522686, 127.0891866"
844,844,"서울특별시 광진구 긴고랑로 115, 1층 (중곡동)",일반조리판매,"37.56369, 127.0782554"
845,845,"서울특별시 광진구 광나루로 388, 1층,2층 (화양동)",커피숍,"37.54006, 127.09724"
848,848,"서울특별시 광진구 능동로 92, 지하1층 (자양동, 롯데백화점 건대스타시티점)",커피숍,"37.538956049999996, 127.07142585170553"
850,850,"서울특별시 광진구 능동로 92, 지하1층 (자양동, 롯데백화점 건대스타시티점)",커피숍,"37.538956049999996, 127.07142585170553"
851,851,"서울특별시 광진구 자양로42길 20, 1층 (구의동)",커피숍,"37.5487775, 127.0914096"
852,852,"서울특별시 광진구 면목로 37, 1층 (군자동)",커피숍,"37.5574822, 127.0763645"
853,853,"서울특별시 광진구 능동로13길 77, 1층 (화양동)",일반조리판매,"37.54449, 127.0694089"
854,854,"서울특별시 광진구 구의강변로 64, 109호 (구의동, 구의대림아크로리버)",커피숍,"37.5360055, 127.09280017241599"
855,855,"서울특별시 광진구 능동로 167, 1층 (화양동)",커피숍,"37.5340314, 127.0678046"
856,856,"서울특별시 광진구 뚝섬로64길 24, 1층 (자양동)",기타 휴게음식점,"37.5330439, 127.0888302"
857,857,"서울특별시 광진구 뚝섬로 655, 1층 (자양동)",커피숍,"37.53347, 127.0883"
858,858,"서울특별시 광진구 군자로 128, 1층 (군자동)",커피숍,"37.5433395, 127.071636"
859,859,"서울특별시 광진구 능동로 127, 1층 (화양동)",기타 휴게음식점,"37.5340314, 127.0678046"
861,861,"서울특별시 광진구 뚝섬로 636, 2층 (자양동)",커피숍,"37.53347, 127.0883"
862,862,"서울특별시 광진구 광나루로 620, 1층 (구의동)",커피숍,"37.54006, 127.09724"
863,863,"서울특별시 광진구 능동로13길 39, 1층 (화양동, 한아름쇼핑센터 GS마트내)",일반조리판매,"37.543819, 127.0698061"
864,864,"서울특별시 광진구 면목로 161, 1층 (중곡동)",편의점,"37.5671595, 127.0819519"
866,866,"서울특별시 광진구 광나루로36길 40, 1층 (구의동)",커피숍,"37.5435491, 127.0864008"
867,867,"서울특별시 광진구 광나루로56길 85, 지하2층 (구의동)",기타 휴게음식점,"37.5349372, 127.0957088"
868,868,"서울특별시 광진구 자양번영로3길 3, 1층 (자양동)",일반조리판매,"37.5321631, 127.0730672"
869,869,"서울특별시 광진구 영화사로 47, 1층 (중곡동)",과자점,"37.5525116, 127.0995989"
870,870,"서울특별시 광진구 아차산로 192, 1층 (자양동)",전통찻집,"37.538847, 127.0919729"
871,871,"서울특별시 광진구 아차산로 272, 지하1층 (자양동, 더샵스타시티 이마트)",커피숍,"37.538418, 127.07323878135787"
872,872,"서울특별시 광진구 아차산로 272, 2호 (자양동, 스타시티3층)",기타 휴게음식점,"37.538418, 127.07323878135787"
874,874,"서울특별시 광진구 자양로 170, 1층 (구의동)",커피숍,"37.5287142, 127.0883594"
875,875,"서울특별시 광진구 뚝섬로27길 55, 1층 (자양동)",기타 휴게음식점,"37.536557, 127.0661265"
876,876,"서울특별시 광진구 구의로16길 68, 1층 (구의동)",기타 휴게음식점,"37.5437397, 127.0915066"
877,877,"서울특별시 광진구 구의로 39, 1층 (구의동)",편의점,"37.537839, 127.089116"
878,878,"서울특별시 광진구 아차산로 375, 2층 206호,207호,208호,212호,213호 (구의동, 크레신타워3차)",일반조리판매,"37.538847, 127.0919729"
879,879,"서울특별시 광진구 광나루로 441, 1층 (능동, 육영재단어린이회관)",유원지,"37.5468262, 127.0766379"
880,880,"서울특별시 광진구 뚝섬로27길 43, 2층 (자양동)",기타 휴게음식점,"37.536557, 127.0661265"
881,881,"서울특별시 광진구 뚝섬로23길 44, 2층 (자양동)",기타 휴게음식점,"37.5374705, 127.0668137"
882,882,"서울특별시 광진구 능동로49길 18, 1층 (중곡동)",일반조리판매,"37.5646595, 127.082065"
883,883,"서울특별시 광진구 능동로13길 10, 1층 (화양동)",일반조리판매,"37.54449, 127.0694089"
884,884,"서울특별시 광진구 능동로3다길 4, 2층 (자양동)",커피숍,"37.5332067, 127.0645064"
885,885,"서울특별시 광진구 광장로 79, 1층 (광장동)",커피숍,"37.5473486, 127.1041974"
886,886,"서울특별시 광진구 군자로3길 9, 1층 (화양동)",커피숍,"37.5442669, 127.0701056"
887,887,"서울특별시 광진구 천호대로 655, 1층 (중곡동)",커피숍,"37.5534728, 127.0884141"
888,888,"서울특별시 광진구 능동로 296, 호안빌딩 1층,2층 (능동)",커피숍,"37.5340314, 127.0678046"
889,889,"서울특별시 광진구 자양로13길 107, 1층 (자양동)",커피숍,"37.5329309, 127.0804176"
890,890,"서울특별시 광진구 자양로19길 8, 1층 (자양동)",커피숍,"37.5384403, 127.0813388"
891,891,"서울특별시 광진구 천호대로 666, 지하1층 B105-1호 (구의동)",편의점,"37.5534728, 127.0884141"
893,893,"서울특별시 광진구 능동로 92, 102호 (자양동, 스타시티리테일지하1층)",기타 휴게음식점,"37.538956049999996, 127.07142585170553"
894,894,"서울특별시 광진구 군자로 156, 1층 (군자동)",커피숍,"37.5433395, 127.071636"
