,Unnamed: 0,도로명주소,업태구분명,좌표
2630,2630,"서울특별시 광진구 광나루로36길 40, 1층 (구의동)",커피숍,"37.5435491, 127.0864008"
2631,2631,"서울특별시 광진구 아차산로 537-17, 1층 10호 (광장동, 광장힐스테이트)",커피숍,"37.538847, 127.0919729"
2632,2632,"서울특별시 광진구 동일로64길 39, 101호 (중곡동, 테라팰리스 중곡Ⅰ)",커피숍,"37.5603228, 127.0768286"
2633,2633,"서울특별시 광진구 아차산로 243, 2호선 건대입구역 2층 212-005호 (화양동)",기타 휴게음식점,"37.5403626, 127.069384"
2634,2634,"서울특별시 광진구 영화사로 1, 1층 (중곡동)",커피숍,"37.5546912, 127.0962488"
2635,2635,"서울특별시 광진구 긴고랑로15길 15, 1층 (중곡동)",기타 휴게음식점,"37.562648, 127.0833258"
2636,2636,"서울특별시 광진구 자양로 129, RBW tower 지하1층 (자양동)",커피숍,"37.5287142, 127.0883594"
2637,2637,"서울특별시 광진구 뚝섬로54길 50, 1층 (자양동)",커피숍,"37.5297019, 127.08053"
2638,2638,"서울특별시 광진구 자양로4길 12-1, 1층 (자양동)",아이스크림,"37.5328612, 127.0924856"
2639,2639,"서울특별시 광진구 능동로13길 34, 1층 (화양동)",커피숍,"37.54449, 127.0694089"
2640,2640,"서울특별시 광진구 동일로64길 9, 양지마트 1층 (중곡동)",편의점,"37.5608628, 127.075318"
2641,2641,"서울특별시 광진구 자양로 162, 1층 (구의동)",커피숍,"37.5287142, 127.0883594"
2642,2642,"서울특별시 광진구 능동로4길 51, 1층 101(일부)호 (자양동, 대종리버빌)",커피숍,"37.5320251, 127.0701166"
2643,2643,"서울특별시 광진구 능동로 92, 롯데백화점 10층 (자양동)",커피숍,"37.538956049999996, 127.07142585170553"
2644,2644,"서울특별시 광진구 능동로13길 39, 한아름건물 1층 (화양동)",일반조리판매,"37.543819, 127.0698061"
2645,2645,"서울특별시 광진구 능동로 195-16, 김원관 1층 (군자동)",커피숍,"37.5340314, 127.0678046"
2646,2646,"서울특별시 광진구 아차산로51길 90, 1층 (구의동)",커피숍,"37.5396332, 127.084892"
2647,2647,"서울특별시 광진구 능동로 172, 빌리브 인테라스 1층 109호 (화양동)",기타 휴게음식점,"37.5340314, 127.0678046"
2648,2648,"서울특별시 광진구 자양로43길 57, 1층 (중곡동)",커피숍,"37.5511317, 127.0910025"
2649,2649,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",백화점,"37.538956049999996, 127.07142585170553"
2650,2650,"서울특별시 광진구 자양로3길 6, 1층 (자양동)",커피숍,"37.5305798, 127.0839974"
2651,2651,"서울특별시 광진구 뚝섬로23길 30, 1층 (자양동)",커피숍,"37.5374705, 127.0668137"
2652,2652,"서울특별시 광진구 능동로8길 22, 1층 (자양동)",편의점,"37.5364687, 127.0700048"
2653,2653,"서울특별시 광진구 광나루로 386, 하이뷰오피스텔 2층 207호 (화양동)",일반조리판매,"37.54006, 127.09724"
2654,2654,"서울특별시 광진구 광나루로 386, 하이뷰오피스텔 1층 103호 (화양동)",커피숍,"37.54006, 127.09724"
2655,2655,"서울특별시 광진구 아차산로57길 22, 1층 101호 (구의동)",기타 휴게음식점,"37.5398811, 127.0884729"
2656,2656,"서울특별시 광진구 능동로49길 20, 1층 (중곡동)",일반조리판매,"37.5646595, 127.082065"
2657,2657,"서울특별시 광진구 능동로 216, 어린이대공원 꿈마루 지하1층 (능동)",커피숍,"37.5340314, 127.0678046"
2658,2658,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 지하2층 (구의동)",일반조리판매,"37.5349372, 127.0957088"
2659,2659,"서울특별시 광진구 광나루로38길 23, 1층 101호 (구의동, 리치빌 벽담)",커피숍,"37.5431522, 127.0878508"
2660,2660,"서울특별시 광진구 천호대로 530, 1층 107호 (군자동)",일반조리판매,"37.5534728, 127.0884141"
2662,2662,"서울특별시 광진구 광나루로 369, 지하1층 b110-106호 (군자동, 광진두산위브파크)",커피숍,"37.54006, 127.09724"
2663,2663,"서울특별시 광진구 자양번영로2길 34, 1층 (자양동)",편의점,"37.5304365, 127.0784288"
2664,2664,"서울특별시 광진구 광나루로 438, 1층 102호 (화양동)",일반조리판매,"37.54006, 127.09724"
2665,2665,"서울특별시 광진구 광나루로 386, 하이뷰오피스텔 104호 (화양동)",커피숍,"37.54006, 127.09724"
2666,2666,"서울특별시 광진구 면목로 132-1, 1층 (중곡동)",커피숍,"37.5607168, 127.0784142"
2667,2667,"서울특별시 광진구 아차산로62길 8, 태진빌딩 1층 (구의동)",패스트푸드,"37.5391244, 127.0935861"
2668,2668,"서울특별시 광진구 자양로22길 79, 101호 (구의동, 크로마하우스15)",커피숍,"37.5396939, 127.0857016"
2669,2669,"서울특별시 광진구 동일로4길 50-2, 1층 (자양동)",커피숍,"37.5353403, 127.0643111"
2670,2670,"서울특별시 광진구 아차산로51길 69, 원동빌딩 1층 (구의동)",커피숍,"37.5396332, 127.084892"
2671,2671,"서울특별시 광진구 아차산로70길 75, 광장현대아파트 지하1층 01호 (광장동)",편의점,"37.5392797, 127.0983829"
2672,2672,"서울특별시 광진구 영화사로 52, 1층 (중곡동)",편의점,"37.5525116, 127.0995989"
2673,2673,"서울특별시 광진구 아차산로 244, 상가1층 나1호 1/3호 (자양동)",편의점,"37.538368, 127.090389"
2674,2674,"서울특별시 광진구 용마산로 58, 1층 (중곡동)",기타 휴게음식점,"37.5678699, 127.0861846"
2675,2675,"서울특별시 광진구 능동로3다길 1, 1층 (자양동)",커피숍,"37.5332067, 127.0645064"
2676,2676,"서울특별시 광진구 능동로3다길 1, 지하1층 (자양동)",커피숍,"37.5332067, 127.0645064"
2677,2677,"서울특별시 광진구 자양로43길 94, 1층 (중곡동)",커피숍,"37.5550052, 127.0891945"
2678,2678,"서울특별시 광진구 능동로 400, 보건복지행정타운 1층 103호 (중곡동)",일반조리판매,"37.5654703, 127.0844996"
2679,2679,"서울특별시 광진구 뚝섬로46길 39, 1층 (자양동)",커피숍,"37.5296862, 127.0764756"
2680,2680,"서울특별시 광진구 긴고랑로 59, 1층 (중곡동)",커피숍,"37.56369, 127.0782554"
2681,2681,"서울특별시 광진구 자양로50길 6, 1층 (구의동)",커피숍,"37.552399, 127.0947325"
2682,2682,"서울특별시 광진구 능동로 268, 동산빌딩 1층 101호 (능동)",편의점,"37.5538164, 127.0779179"
2683,2683,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 지하2층 (구의동)",기타 휴게음식점,"37.5349372, 127.0957088"
2684,2684,"서울특별시 광진구 군자로 104, 1층 (군자동)",커피숍,"37.5433395, 127.071636"
2685,2685,"서울특별시 광진구 뚝섬로 672, 1층 (자양동)",커피숍,"37.53347, 127.0883"
2686,2686,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 지하2층 (구의동)",일반조리판매,"37.5349372, 127.0957088"
2687,2687,"서울특별시 광진구 동일로12길 24, 대성정밀 1층 (자양동)",커피숍,"37.5393201, 127.0631213"
2688,2688,"서울특별시 광진구 능동로 323, 1층 (중곡동)",기타 휴게음식점,"37.5340314, 127.0678046"
2689,2689,"서울특별시 광진구 구의강변로 64, 1층 108호 (구의동, 구의아크로리버)",편의점,"37.5360055, 127.09280017241599"
2690,2690,"서울특별시 광진구 자양로 203, 1층 101호 (구의동, 스타파크아파트)",커피숍,"37.5287142, 127.0883594"
2691,2691,"서울특별시 광진구 능동로13길 70, 1층 (화양동)",커피숍,"37.54449, 127.0694089"
2692,2692,"서울특별시 광진구 뚝섬로52마길 49, 1층 (자양동)",커피숍,"37.5278219, 127.0806375"
2693,2693,"서울특별시 광진구 면목로 155, 삼영빌딩 1층 (중곡동)",커피숍,"37.5671595, 127.0819519"
2694,2694,"서울특별시 광진구 아차산로 238, 1층 (자양동)",커피숍,"37.539935, 127.0695705"
2695,2695,"서울특별시 광진구 구의강변로 64, 1층 109호 (구의동, 구의아크로리버)",커피숍,"37.5360055, 127.09280017241599"
2696,2696,"서울특별시 광진구 자양로 35, 1층 (자양동)",커피숍,"37.5287142, 127.0883594"
2697,2697,"서울특별시 광진구 능동로13길 39, 한아름건물 2층 (화양동)",커피숍,"37.543819, 127.0698061"
2698,2698,"서울특별시 광진구 아차산로 621, 1층 (광장동)",커피숍,"37.538847, 127.0919729"
2699,2699,"서울특별시 광진구 동일로62길 13, 1층 (중곡동)",편의점,"37.5598763, 127.0749871"
2700,2700,"서울특별시 광진구 천호대로129길 40, 2층 201호 (구의동)",커피숍,"37.553229, 127.0914259"
2701,2701,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 지하2층 (구의동)",기타 휴게음식점,"37.5349372, 127.0957088"
2702,2702,"서울특별시 광진구 능동로 76, 광진문화예술회관 및 구의회청사 1층 (자양동)",커피숍,"37.5340314, 127.0678046"
2703,2703,"서울특별시 광진구 아차산로 354, 1층 (자양동)",편의점,"37.538847, 127.0919729"
2704,2704,"서울특별시 광진구 능동로 92, 롯데백화점 식품관 지하1층 (자양동)",기타 휴게음식점,"37.538956049999996, 127.07142585170553"
2705,2705,"서울특별시 광진구 자양로13다길 33, 1층 (자양동)",커피숍,"37.533021, 127.0783437"
2706,2706,"서울특별시 광진구 구의강변로 51, 1층 101호 (구의동, 비바힐스 강변)",커피숍,"37.53552, 127.09211"
2707,2707,"서울특별시 광진구 능동로 281-1, 1층 (군자동)",기타 휴게음식점,"37.5424924, 127.071777"
2708,2708,"서울특별시 광진구 아차산로75길 39, 1층 101호 (광장동, 제비하우스Ⅱ)",커피숍,"37.546228, 127.1042952"
2709,2709,"서울특별시 광진구 능동로 172, 빌리브 인테라스 1층 107호 (화양동)",커피숍,"37.5340314, 127.0678046"
2710,2710,"서울특별시 광진구 동일로20길 116, 1층 (자양동)",커피숍,"37.5405118, 127.0668855"
2711,2711,"서울특별시 광진구 워커힐로 127, 아차산 공원 생태자료실 (광장동)",편의점,"37.54326, 127.09533"
2712,2712,"서울특별시 광진구 광장로 78, 광성빌딩 1층 (광장동)",커피숍,"37.5473486, 127.1041974"
2713,2713,"서울특별시 광진구 뚝섬로 671, 1층 (자양동)",기타 휴게음식점,"37.53347, 127.0883"
2714,2714,"서울특별시 광진구 뚝섬로 552, 삼희빌딩 1층 111호 (자양동)",일반조리판매,"37.53347, 127.0883"
2715,2715,"서울특별시 광진구 긴고랑로22길 23, 금영빌딩 1층 (중곡동)",편의점,"37.5606438, 127.0842583"
2716,2716,"서울특별시 광진구 능동로 216, 어린이대공원 3층 (능동)",커피숍,"37.5340314, 127.0678046"
2717,2717,"서울특별시 광진구 뚝섬로 657, 1층 (자양동)",편의점,"37.53347, 127.0883"
2718,2718,"서울특별시 광진구 능동로 120, 건국대학교 공학관 1층 1104호 (화양동)",커피숍,"37.54184695, 127.07711486219412"
2719,2719,"서울특별시 광진구 자양로15길 108, 1층 (자양동)",커피숍,"37.5340385, 127.0783474"
2720,2720,"서울특별시 광진구 긴고랑로15길 7, 1층 (중곡동)",기타 휴게음식점,"37.562648, 127.0833258"
2721,2721,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 지하2층 (구의동)",일반조리판매,"37.5349372, 127.0957088"
2722,2722,"서울특별시 광진구 면목로7길 8, 1층 (중곡동)",커피숍,"37.5598342, 127.0763496"
2723,2723,"서울특별시 광진구 광장로1다길 18, 1층 (광장동)",커피숍,"37.5497895, 127.1023853"
2724,2724,"서울특별시 광진구 능동로49길 18, 1층 (중곡동)",커피숍,"37.5646595, 127.082065"
2725,2725,"서울특별시 광진구 동일로20길 86, 101호 (자양동)",커피숍,"37.5405118, 127.0668855"
2726,2726,"서울특별시 광진구 능동로 400, 보건복지행정타운 1층 130호 (중곡동)",커피숍,"37.5654703, 127.0844996"
2727,2727,"서울특별시 광진구 구의로 4, 지하1층 3-10호 (구의동)",기타 휴게음식점,"37.537839, 127.089116"
2728,2728,"서울특별시 광진구 동일로70길 53-5, 1층 101호 (중곡동, 도담하우스)",커피숍,"37.5639791, 127.0785298"
2729,2729,"서울특별시 광진구 자양로15길 43, 1층 (자양동)",커피숍,"37.5340385, 127.0783474"
2730,2730,"서울특별시 광진구 아차산로29길 75, 1층 (화양동)",일반조리판매,"37.5425828, 127.0689288"
2731,2731,"서울특별시 광진구 동일로28길 36, 1층 (화양동)",커피숍,"37.5458699, 127.0700341"
2732,2732,"서울특별시 광진구 능동로32길 50, 1층 (능동)",커피숍,"37.5554482, 127.078579"
2733,2733,"서울특별시 광진구 면목로 18, 1층 101호 (군자동)",커피숍,"37.5671595, 127.0819519"
2734,2734,"서울특별시 광진구 능동로 69, 제1층 제133호 (자양동, 자양 호반써밋)",커피숍,"37.5340314, 127.0678046"
2735,2735,"서울특별시 광진구 능동로 400, 보건복지행정타운 1층 122호 (중곡동)",커피숍,"37.5654703, 127.0844996"
2736,2736,"서울특별시 광진구 자양로13다길 45, 1층 (자양동)",기타 휴게음식점,"37.533021, 127.0783437"
2737,2737,"서울특별시 광진구 뚝섬로54길 41-9, 지하1~지상1층 (자양동)",커피숍,"37.5297019, 127.08053"
2738,2738,"서울특별시 광진구 능동로 92, 롯데백화점 지하1층 (자양동)",기타 휴게음식점,"37.538956049999996, 127.07142585170553"
2739,2739,"서울특별시 광진구 천호대로 808, 1202동 지하1층 지하106호 (광장동, 광장12차현대홈타운)",커피숍,"37.5534728, 127.0884141"
2740,2740,"서울특별시 광진구 능동로36길 53, 1층 102호 (능동)",기타 휴게음식점,"37.5565026, 127.0790563"
2741,2741,"서울특별시 광진구 뚝섬로 552, 삼희빌딩 1층 (자양동)",커피숍,"37.53347, 127.0883"
2742,2742,"서울특별시 광진구 아차산로33길 35, 지하1층 (화양동)",일반조리판매,"37.5418162, 127.0705566"
2743,2743,"서울특별시 광진구 능동로 400, 보건복지행정타운 1층 102호 (중곡동)",패스트푸드,"37.5654703, 127.0844996"
2744,2744,"서울특별시 광진구 능동로35길 41, 1층 (군자동)",편의점,"37.5570836, 127.0775605"
2745,2745,"서울특별시 광진구 능동로38길 23, 1층 (중곡동)",일반조리판매,"37.55743925, 127.0812674"
2746,2746,"서울특별시 광진구 아차산로57길 4, 풍강빌딩 1층 (구의동)",편의점,"37.5398811, 127.0884729"
2747,2747,"서울특별시 광진구 자양번영로8길 17, 지하1층 B101, B102호 (자양동)",커피숍,"37.5342534, 127.0770155"
2748,2748,"서울특별시 광진구 능동로 216, 어린이대공원 1층 (능동)",일반조리판매,"37.5340314, 127.0678046"
2749,2749,"서울특별시 광진구 천호대로 549, 지타워 지하1층 4호 (중곡동)",일반조리판매,"37.5534728, 127.0884141"
2750,2750,"서울특별시 광진구 천호대로 548, 1층 (군자동)",편의점,"37.5534728, 127.0884141"
2751,2751,"서울특별시 광진구 동일로56다길 8-6, 1층 (군자동, 라온빌)",커피숍,"37.5556356, 127.0752443"
2752,2752,"서울특별시 광진구 천호대로111길 40, 1층 (중곡동)",커피숍,"37.5582115, 127.0829527"
2753,2753,"서울특별시 광진구 광나루로 542, 1층 (구의동)",커피숍,"37.54006, 127.09724"
2754,2754,"서울특별시 광진구 아차산로78길 75, 현대골든텔 1층 103호 (광장동)",커피숍,"37.5515555, 127.111145"
2755,2755,"서울특별시 광진구 자양로28길 36, 1층 (구의동)",기타 휴게음식점,"37.541602, 127.0888944"
2756,2756,"서울특별시 광진구 천호대로 666, 그랜드파크 오피스텔 지하1층 B101호 (구의동)",커피숍,"37.5534728, 127.0884141"
2757,2757,"서울특별시 광진구 자양로13길 99-1, 1층 (자양동)",편의점,"37.5329309, 127.0804176"
2758,2758,"서울특별시 광진구 능동로 120, 건국대학교 제1학생회관 옆 (화양동)",푸드트럭,"37.54184695, 127.07711486219412"
2759,2759,"서울특별시 광진구 자양로15길 18, 혜성빌딩 지층 (자양동)",일반조리판매,"37.5340385, 127.0783474"
2761,2761,"서울특별시 광진구 천호대로120길 15, 1층 101호 (능동)",편의점,"37.5530599, 127.0862871"
2762,2762,"서울특별시 광진구 능동로 209, 세종대학교 광개토관 앞 (군자동)",푸드트럭,"37.5510717, 127.0752624"
2763,2763,"서울특별시 광진구 능동로 209, 세종대학교 충무관 앞 (군자동)",푸드트럭,"37.5510717, 127.0752624"
